r,z,pressure,ne
0,0,2.6664,6.31952E+14
0,0.258390454,2.6664,1.65535E+15
0,0.620137089,2.6664,3.9624E+15
0,1.126582378,2.6664,7.45903E+15
0,1.835605782,2.6664,1.25239E+16
0,2.828238549,2.6664,1.96005E+16
0,4.594050799,2.6664,3.23748E+16
0,7.493953556,2.6664,5.34955E+16
0,11.69169824,2.6664,8.33332E+16
0,19.06657191,2.6664,1.33773E+17
0,28.32417332,2.6664,1.89613E+17
0,38.85257872,2.6664,2.3956E+17
0,47.25481549,2.6664,2.64161E+17
0,54.00065546,2.6664,2.71253E+17
0,60.74685042,2.6664,2.67573E+17
0,69.35626511,2.6664,2.47249E+17
0,80.40561449,2.6664,1.91727E+17
0,89.69560361,2.6664,1.36967E+17
0,96.44802976,2.6664,8.92401E+16
0,100.7895543,2.6664,5.6769E+16
0,103.05152,2.6664,3.93299E+16
0,105.3134856,2.6664,2.20982E+16
0,106.2563771,2.6664,1.50778E+16
0,106.9298711,2.6664,1.00335E+16
0,107.4109382,2.6664,6.4722E+15
0,107.7545576,2.6664,3.9125E+15
0,108,2.6664,2.39743E+15
3.973150503,4.002719909,2.6664,2.84047E+16
4.568829957,5.992545412,2.6664,4.31617E+16
5.189005082,9.720912242,2.6664,7.01832E+16
5.277939828,104.2292593,2.6664,3.06282E+16
5.365570751,16.15244298,2.6664,1.15117E+17
5.420442549,23.84512276,2.6664,1.64511E+17
5.468068794,33.91598093,2.6664,2.19675E+17
5.492516059,43.80711828,2.6664,2.5681E+17
5.515561311,50.58949206,2.6664,2.6945E+17
5.528953915,57.34132426,2.6664,2.71171E+17
5.541928835,64.07740455,2.6664,2.61941E+17
5.608358413,92.30942719,2.6664,1.20183E+17
5.687819811,98.176899,2.6664,7.72449E+16
5.712810543,70.93495596,2.6664,2.4233E+17
5.744549729,84.94541048,2.6664,1.68E+17
6.678571429,0,2.6664,6.32644E+14
6.678571429,0.258390454,2.6664,1.66984E+15
6.678571429,0.620137089,2.6664,4.01698E+15
6.678571429,1.126582378,2.6664,7.57609E+15
6.678571429,1.835605782,2.6664,1.27353E+16
6.678571429,2.828238549,2.6664,1.996E+16
6.801637181,102.0471011,2.6664,4.78582E+16
6.818181818,105.3134856,2.6664,2.26769E+16
6.818181818,106.2563771,2.6664,1.5447E+16
6.818181818,106.9298711,2.6664,1.02722E+16
6.818181818,107.4109382,2.6664,6.6246E+15
6.818181818,107.7545576,2.6664,4.00392E+15
6.818181818,108,2.6664,2.45287E+15
8.300116187,4.304322671,2.6664,3.12198E+16
10.08818968,7.991418363,2.6664,5.78158E+16
10.75704013,12.94774001,2.6664,9.33365E+16
10.82693674,19.64261275,2.6664,1.38353E+17
10.86446425,99.3931873,2.6664,6.78978E+16
10.8954825,29.35728728,2.6664,1.96904E+17
10.99997165,39.30960523,2.6664,2.42525E+17
11.02330089,47.18662535,2.6664,2.6462E+17
11.04723056,53.93880914,2.6664,2.71797E+17
11.06738978,60.67236825,2.6664,2.6807E+17
11.10052145,67.37333597,2.6664,2.53369E+17
11.15482991,74.32859031,2.6664,2.26917E+17
11.15570146,88.52024597,2.6664,1.478E+17
11.21644389,94.80864666,2.6664,1.0239E+17
12.14567834,104.0967709,2.6664,3.23076E+16
13.35714286,0,2.6664,6.33945E+14
13.35714286,0.26150672,2.6664,1.69693E+15
13.35714286,0.627616128,2.6664,4.1135E+15
13.35714286,1.140169299,2.6664,7.77051E+15
13.35714286,1.857743739,2.6664,1.30693E+16
13.35714286,2.862347955,2.6664,2.04997E+16
13.63636364,105.2704965,2.6664,2.33496E+16
13.63636364,106.228476,2.6664,1.58751E+16
13.63636364,106.9127471,2.6664,1.05397E+16
13.63636364,107.4015122,2.6664,6.78236E+15
13.63636364,107.7506301,2.6664,4.08178E+15
13.63636364,108,2.6664,2.48657E+15
13.799169,102.3161445,2.6664,4.61291E+16
14.68469236,5.990412773,2.6664,4.30772E+16
14.92075556,4.123849469,2.6664,2.97912E+16
16.20132093,15.6156802,2.6664,1.12372E+17
16.28425077,25.46052923,2.6664,1.74992E+17
16.45061064,35.38761098,2.6664,2.26511E+17
16.51761143,43.78403129,2.6664,2.56871E+17
16.56646812,50.54492574,2.6664,2.69539E+17
16.58251274,57.28278356,2.6664,2.71376E+17
16.60568687,63.98426552,2.6664,2.62419E+17
16.78549587,10.33068056,2.6664,7.49452E+16
16.8032401,72.15808959,2.6664,2.36889E+17
17.02301516,90.74108286,2.6664,1.31611E+17
17.05457552,83.56125852,2.6664,1.77109E+17
17.1128794,97.64485933,2.6664,8.20331E+16
19.60642418,103.942648,2.6664,3.32276E+16
20.03571429,0,2.6664,6.35687E+14
20.03571429,0.267739253,2.6664,1.72471E+15
20.03571429,0.642574207,2.6664,4.20519E+15
