% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:03",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=100 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=200 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=300 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=400 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=500 W
53.61555605,75.19083865,1.21E+17,2.36E+17,3.48E+17,4.57E+17,5.66E+17
50.89600468,69.2693307,1.35E+17,2.61E+17,3.84E+17,5.04E+17,6.23E+17
49.5000328,64.43953902,1.42E+17,2.75E+17,4.03E+17,5.30E+17,6.55E+17
57.8473146,97.04228177,4.54E+16,8.94E+16,1.33E+17,1.76E+17,2.18E+17
54.26924349,90.63461118,7.08E+16,1.39E+17,2.06E+17,2.71E+17,3.37E+17
45.21675379,60.5288876,1.47E+17,2.83E+17,4.14E+17,5.44E+17,6.72E+17
39.00510948,57.27346638,1.49E+17,2.86E+17,4.18E+17,5.49E+17,6.78E+17
33.36740217,53.94028378,1.50E+17,2.86E+17,4.19E+17,5.49E+17,6.78E+17
27.74443554,50.54570046,1.48E+17,2.84E+17,4.15E+17,5.44E+17,6.71E+17
22.11012152,47.16043654,1.46E+17,2.78E+17,4.07E+17,5.33E+17,6.58E+17
16.51761143,43.78403129,1.41E+17,2.70E+17,3.95E+17,5.17E+17,6.39E+17
10.99997165,39.30960523,1.33E+17,2.55E+17,3.72E+17,4.88E+17,6.03E+17
54.46638399,101.2516159,2.82E+16,5.56E+16,8.25E+16,1.09E+17,1.36E+17
53.61119469,103.7391175,1.78E+16,3.53E+16,5.24E+16,6.94E+16,8.62E+16
47.72727273,104.9728368,1.28E+16,2.53E+16,3.76E+16,4.97E+16,6.18E+16
50.4527317,83.54061263,9.67E+16,1.88E+17,2.78E+17,3.67E+17,4.54E+17
46.91246864,74.21119221,1.25E+17,2.41E+17,3.55E+17,4.67E+17,5.77E+17
44.3118669,68.03966395,1.38E+17,2.66E+17,3.90E+17,5.12E+17,6.33E+17
51.29489876,96.94342052,4.59E+16,9.02E+16,1.34E+17,1.77E+17,2.19E+17
47.48159497,90.67734218,7.09E+16,1.39E+17,2.05E+17,2.70E+17,3.35E+17
38.68940628,63.82718402,1.44E+17,2.77E+17,4.06E+17,5.32E+17,6.58E+17
33.09931681,60.61414097,1.48E+17,2.83E+17,4.14E+17,5.43E+17,6.70E+17
27.65095943,57.25759699,1.49E+17,2.86E+17,4.18E+17,5.48E+17,6.76E+17
22.11758918,53.91400434,1.50E+17,2.86E+17,4.18E+17,5.48E+17,6.76E+17
16.56646812,50.54492574,1.49E+17,2.83E+17,4.14E+17,5.43E+17,6.70E+17
11.02330089,47.18662535,1.46E+17,2.78E+17,4.06E+17,5.32E+17,6.57E+17
48.6710488,101.0918445,2.90E+16,5.71E+16,8.46E+16,1.12E+17,1.39E+17
46.72078404,103.8374791,1.75E+16,3.45E+16,5.13E+16,6.78E+16,8.42E+16
40.90909091,104.9806709,1.27E+16,2.51E+16,3.73E+16,4.94E+16,6.13E+16
43.52653501,83.45675471,9.74E+16,1.89E+17,2.79E+17,3.67E+17,4.54E+17
41.19193073,74.13270542,1.25E+17,2.42E+17,3.55E+17,4.66E+17,5.77E+17
37.97510727,69.45080124,1.35E+17,2.60E+17,3.82E+17,5.01E+17,6.20E+17
44.61049435,97.20784709,4.51E+16,8.83E+16,1.31E+17,1.72E+17,2.14E+17
40.73566651,92.28080699,6.51E+16,1.27E+17,1.87E+17,2.47E+17,3.06E+17
32.85158756,67.14465679,1.40E+17,2.68E+17,3.93E+17,5.16E+17,6.37E+17
27.55082698,63.91253859,1.44E+17,2.76E+17,4.04E+17,5.30E+17,6.55E+17
22.0911926,60.63318709,1.48E+17,2.82E+17,4.13E+17,5.41E+17,6.68E+17
16.58251274,57.28278356,1.50E+17,2.85E+17,4.17E+17,5.47E+17,6.75E+17
11.04723056,53.93880914,1.50E+17,2.86E+17,4.17E+17,5.47E+17,6.75E+17
41.83083541,101.3366733,2.81E+16,5.50E+16,8.14E+16,1.07E+17,1.33E+17
39.95627577,103.8107614,1.77E+16,3.47E+16,5.14E+16,6.80E+16,8.44E+16
34.09090909,105.010024,1.27E+16,2.49E+16,3.70E+16,4.89E+16,6.07E+16
37.14736496,83.86889453,9.63E+16,1.86E+17,2.74E+17,3.61E+17,4.47E+17
33.5299539,75.50029892,1.22E+17,2.34E+17,3.44E+17,4.52E+17,5.59E+17
37.71785302,97.49946171,4.41E+16,8.59E+16,1.27E+17,1.67E+17,2.08E+17
34.06986683,91.58529636,6.77E+16,1.32E+17,1.94E+17,2.56E+17,3.17E+17
27.60788411,70.38251209,1.33E+17,2.56E+17,3.75E+17,4.92E+17,6.08E+17
22.11613456,67.27243813,1.40E+17,2.67E+17,3.91E+17,5.13E+17,6.34E+17
16.60568687,63.98426552,1.45E+17,2.76E+17,4.04E+17,5.29E+17,6.53E+17
11.06738978,60.67236825,1.48E+17,2.82E+17,4.12E+17,5.40E+17,6.66E+17
34.48353824,101.8459058,2.60E+16,5.08E+16,7.51E+16,9.91E+16,1.23E+17
33.26797918,104.0618825,1.66E+16,3.26E+16,4.83E+16,6.38E+16,7.92E+16
27.27272727,105.0808367,1.24E+16,2.44E+16,3.61E+16,4.77E+16,5.92E+16
30.49025468,84.98470765,9.24E+16,1.79E+17,2.63E+17,3.46E+17,4.28E+17
27.44554796,78.53781471,1.13E+17,2.17E+17,3.18E+17,4.18E+17,5.17E+17
30.92617319,97.7914317,4.29E+16,8.34E+16,1.23E+17,1.62E+17,2.01E+17
27.40188863,93.08647554,6.20E+16,1.20E+17,1.77E+17,2.33E+17,2.89E+17
22.78769228,76.42864911,1.19E+17,2.28E+17,3.35E+17,4.40E+17,5.43E+17
16.8032401,72.15808959,1.30E+17,2.49E+17,3.65E+17,4.79E+17,5.91E+17
11.10052145,67.37333597,1.39E+17,2.66E+17,3.90E+17,5.11E+17,6.31E+17
28.12140131,101.7950539,2.62E+16,5.11E+16,7.56E+16,9.97E+16,1.24E+17
26.388413,104.143458,1.64E+16,3.20E+16,4.74E+16,6.26E+16,7.76E+16
20.45454545,105.1845182,1.18E+16,2.32E+16,3.44E+16,4.54E+16,5.64E+16
23.4264714,86.32746183,8.75E+16,1.69E+17,2.48E+17,3.27E+17,4.04E+17
24.09793451,97.74253442,4.30E+16,8.35E+16,1.23E+17,1.62E+17,2.01E+17
21.81243782,93.1084828,6.17E+16,1.19E+17,1.76E+17,2.31E+17,2.87E+17
17.05457552,83.56125852,9.65E+16,1.86E+17,2.73E+17,3.58E+17,4.43E+17
11.15482991,74.32859031,1.24E+17,2.38E+17,3.49E+17,4.58E+17,5.66E+17
20.92504924,101.6004888,2.70E+16,5.26E+16,7.76E+16,1.02E+17,1.27E+17
19.60642418,103.942648,1.70E+16,3.32E+16,4.91E+16,6.49E+16,8.05E+16
13.63636364,105.2704965,1.16E+16,2.28E+16,3.38E+16,4.46E+16,5.54E+16
17.02301516,90.74108286,7.11E+16,1.37E+17,2.02E+17,2.66E+17,3.29E+17
17.1128794,97.64485933,4.38E+16,8.48E+16,1.25E+17,1.65E+17,2.04E+17
11.15570146,88.52024597,8.01E+16,1.54E+17,2.27E+17,2.99E+17,3.70E+17
12.14567834,104.0967709,1.65E+16,3.22E+16,4.77E+16,6.29E+16,7.80E+16
6.818181818,105.3134856,1.13E+16,2.21E+16,3.27E+16,4.32E+16,5.36E+16
13.799169,102.3161445,2.41E+16,4.68E+16,6.91E+16,9.12E+16,1.13E+17
11.21644389,94.80864666,5.50E+16,1.06E+17,1.56E+17,2.06E+17,2.55E+17
10.86446425,99.3931873,3.60E+16,6.98E+16,1.03E+17,1.36E+17,1.68E+17
224.730054,-150,3.20E+12,7.02E+12,1.09E+13,1.48E+13,1.87E+13
225,-150,3.22E+12,7.09E+12,1.10E+13,1.50E+13,1.90E+13
224.7294131,-143.1818182,3.29E+12,7.20E+12,1.12E+13,1.51E+13,1.91E+13
225,-143.1818182,3.30E+12,7.27E+12,1.13E+13,1.54E+13,1.95E+13
224.3521296,-150,3.19E+12,6.97E+12,1.08E+13,1.47E+13,1.85E+13
224.3505915,-143.1818182,3.28E+12,7.15E+12,1.11E+13,1.51E+13,1.90E+13
224.7285983,-136.3636364,3.54E+12,7.74E+12,1.20E+13,1.63E+13,2.06E+13
225,-136.3636364,3.56E+12,7.82E+12,1.22E+13,1.66E+13,2.10E+13
223.8230354,-150,3.20E+12,7.00E+12,1.09E+13,1.48E+13,1.87E+13
223.8202412,-143.1818182,3.28E+12,7.18E+12,1.11E+13,1.51E+13,1.92E+13
224.7278353,-129.5454545,3.96E+12,8.66E+12,1.34E+13,1.82E+13,2.30E+13
225,-129.5454545,3.98E+12,8.75E+12,1.36E+13,1.85E+13,2.34E+13
223.0823035,-150,3.23E+12,7.09E+12,1.10E+13,1.50E+13,1.90E+13
223.0777508,-143.1818182,3.32E+12,7.27E+12,1.13E+13,1.54E+13,1.95E+13
224.7272098,-122.7272727,4.58E+12,1.00E+13,1.55E+13,2.11E+13,2.66E+13
225,-122.7272727,4.61E+12,1.01E+13,1.57E+13,2.14E+13,2.71E+13
224.726767,-115.9090909,5.43E+12,1.19E+13,1.84E+13,2.49E+13,3.15E+13
225,-115.9090909,5.46E+12,1.20E+13,1.86E+13,2.53E+13,3.20E+13
224.726472,-109.0909091,6.55E+12,1.43E+13,2.21E+13,3.00E+13,3.79E+13
225,-109.0909091,6.58E+12,1.44E+13,2.24E+13,3.04E+13,3.85E+13
224.726278,-102.2727273,7.98E+12,1.74E+13,2.70E+13,3.66E+13,4.62E+13
225,-102.2727273,8.02E+12,1.75E+13,2.72E+13,3.70E+13,4.68E+13
224.7261551,-95.45454545,9.80E+12,2.14E+13,3.31E+13,4.49E+13,5.67E+13
225,-95.45454545,9.82E+12,2.15E+13,3.33E+13,4.52E+13,5.72E+13
188.8602599,-150,3.30E+12,7.24E+12,1.13E+13,1.53E+13,1.94E+13
188.8669079,-143.1818182,3.39E+12,7.43E+12,1.16E+13,1.57E+13,1.99E+13
188.1417136,-150,3.27E+12,7.15E+12,1.11E+13,1.51E+13,1.91E+13
188.1457937,-143.1818182,3.36E+12,7.34E+12,1.14E+13,1.55E+13,1.96E+13
187.6284662,-150,3.27E+12,7.14E+12,1.11E+13,1.50E+13,1.90E+13
187.6307121,-143.1818182,3.35E+12,7.32E+12,1.13E+13,1.54E+13,1.95E+13
187.2618609,-150,3.28E+12,7.18E+12,1.11E+13,1.51E+13,1.91E+13
187.2627967,-143.1818182,3.36E+12,7.36E+12,1.14E+13,1.55E+13,1.96E+13
187,-150,3.30E+12,7.26E+12,1.13E+13,1.54E+13,1.95E+13
187,-143.1818182,3.38E+12,7.44E+12,1.16E+13,1.58E+13,1.99E+13
224.726091,-88.63636364,1.21E+13,2.63E+13,4.08E+13,5.53E+13,6.99E+13
225,-88.63636364,1.21E+13,2.63E+13,4.08E+13,5.55E+13,7.01E+13
187.2642964,-136.3636364,3.62E+12,7.92E+12,1.23E+13,1.67E+13,2.10E+13
187,-136.3636364,3.64E+12,8.00E+12,1.25E+13,1.69E+13,2.14E+13
224.7260753,-81.81818182,1.49E+13,3.25E+13,5.04E+13,6.83E+13,8.64E+13
225,-81.81818182,1.49E+13,3.23E+13,5.01E+13,6.80E+13,8.60E+13
187.2658738,-129.5454545,4.05E+12,8.86E+12,1.37E+13,1.86E+13,2.35E+13
187,-129.5454545,4.08E+12,8.96E+12,1.39E+13,1.90E+13,2.40E+13
224.7260522,-75,1.84E+13,4.00E+13,6.19E+13,8.39E+13,1.06E+14
225,-75,1.83E+13,3.97E+13,6.14E+13,8.33E+13,1.05E+14
187.2672376,-122.7272727,4.69E+12,1.02E+13,1.59E+13,2.15E+13,2.72E+13
187,-122.7272727,4.71E+12,1.04E+13,1.61E+13,2.19E+13,2.77E+13
224.7260184,-68.18181818,2.26E+13,4.90E+13,7.58E+13,1.03E+14,1.30E+14
225,-68.18181818,2.24E+13,4.85E+13,7.50E+13,1.02E+14,1.28E+14
187.2682799,-115.9090909,5.56E+12,1.21E+13,1.88E+13,2.55E+13,3.22E+13
187,-115.9090909,5.59E+12,1.23E+13,1.90E+13,2.59E+13,3.28E+13
224.7260282,-61.36363636,2.76E+13,5.98E+13,9.24E+13,1.25E+14,1.58E+14
225,-61.36363636,2.73E+13,5.90E+13,9.12E+13,1.24E+14,1.56E+14
187.2690016,-109.0909091,6.70E+12,1.46E+13,2.26E+13,3.07E+13,3.88E+13
187,-109.0909091,6.73E+12,1.47E+13,2.29E+13,3.11E+13,3.94E+13
224.7260919,-54.54545455,3.36E+13,7.26E+13,1.12E+14,1.52E+14,1.92E+14
225,-54.54545455,3.30E+13,7.13E+13,1.10E+14,1.49E+14,1.88E+14
187.2694591,-102.2727273,8.17E+12,1.78E+13,2.76E+13,3.74E+13,4.73E+13
187,-102.2727273,8.20E+12,1.79E+13,2.78E+13,3.78E+13,4.78E+13
224.7262074,-47.72727273,4.06E+13,8.75E+13,1.35E+14,1.83E+14,2.31E+14
225,-47.72727273,3.97E+13,8.53E+13,1.32E+14,1.78E+14,2.24E+14
187.2697309,-95.45454545,1.00E+13,2.18E+13,3.38E+13,4.59E+13,5.80E+13
187,-95.45454545,1.00E+13,2.19E+13,3.40E+13,4.62E+13,5.84E+13
224.7263578,-40.90909091,4.88E+13,1.05E+14,1.62E+14,2.19E+14,2.76E+14
225,-40.90909091,4.72E+13,1.01E+14,1.56E+14,2.10E+14,2.65E+14
187.2698955,-88.63636364,1.24E+13,2.69E+13,4.17E+13,5.66E+13,7.15E+13
187,-88.63636364,1.23E+13,2.69E+13,4.17E+13,5.67E+13,7.16E+13
224.7264801,-34.09090909,5.82E+13,1.25E+14,1.92E+14,2.60E+14,3.28E+14
225,-34.09090909,5.54E+13,1.18E+14,1.82E+14,2.46E+14,3.10E+14
187.2700098,-81.81818182,1.53E+13,3.32E+13,5.15E+13,6.99E+13,8.83E+13
187,-81.81818182,1.52E+13,3.31E+13,5.12E+13,6.95E+13,8.79E+13
224.7264133,-27.27272727,6.90E+13,1.48E+14,2.28E+14,3.09E+14,3.89E+14
225,-27.27272727,6.43E+13,1.37E+14,2.10E+14,2.84E+14,3.57E+14
187.2701071,-75,1.88E+13,4.08E+13,6.32E+13,8.58E+13,1.08E+14
187,-75,1.87E+13,4.05E+13,6.28E+13,8.51E+13,1.08E+14
224.7260794,-20.45454545,8.14E+13,1.75E+14,2.70E+14,3.66E+14,4.61E+14
225,-20.45454545,7.36E+13,1.56E+14,2.40E+14,3.24E+14,4.08E+14
187.2702055,-68.18181818,2.31E+13,5.01E+13,7.75E+13,1.05E+14,1.33E+14
187,-68.18181818,2.29E+13,4.96E+13,7.67E+13,1.04E+14,1.31E+14
224.7258372,-13.63636364,9.58E+13,2.07E+14,3.20E+14,4.33E+14,5.47E+14
225,-13.63636364,8.33E+13,1.77E+14,2.71E+14,3.65E+14,4.59E+14
187.2703134,-61.36363636,2.83E+13,6.12E+13,9.45E+13,1.28E+14,1.62E+14
187,-61.36363636,2.79E+13,6.03E+13,9.32E+13,1.26E+14,1.59E+14
224.7262212,-6.818181818,1.12E+14,2.44E+14,3.78E+14,5.13E+14,6.49E+14
225,-6.818181818,9.29E+13,1.97E+14,3.01E+14,4.06E+14,5.10E+14
187.2704495,-54.54545455,3.44E+13,7.43E+13,1.15E+14,1.55E+14,1.96E+14
187,-54.54545455,3.38E+13,7.29E+13,1.13E+14,1.52E+14,1.92E+14
224.727268,1.74E-17,1.30E+14,2.86E+14,4.45E+14,6.06E+14,7.68E+14
225,0,1.02E+14,2.16E+14,3.30E+14,4.45E+14,5.59E+14
187.2706005,-47.72727273,4.17E+13,8.98E+13,1.39E+14,1.88E+14,2.37E+14
187,-47.72727273,4.07E+13,8.74E+13,1.35E+14,1.82E+14,2.30E+14
224.7283148,6.615218572,1.49E+14,3.30E+14,5.16E+14,7.05E+14,8.96E+14
225,6.615218572,1.11E+14,2.33E+14,3.57E+14,4.80E+14,6.04E+14
187.2707306,-40.90909091,5.03E+13,1.08E+14,1.66E+14,2.25E+14,2.84E+14
187,-40.90909091,4.85E+13,1.04E+14,1.60E+14,2.16E+14,2.72E+14
224.7290061,13.23043714,1.68E+14,3.75E+14,5.90E+14,8.08E+14,1.03E+15
225,13.23043714,1.18E+14,2.49E+14,3.81E+14,5.13E+14,6.44E+14
187.2707931,-34.09090909,6.04E+13,1.30E+14,2.00E+14,2.70E+14,3.40E+14
187,-34.09090909,5.73E+13,1.22E+14,1.88E+14,2.54E+14,3.19E+14
224.729203,19.84565571,1.86E+14,4.19E+14,6.62E+14,9.10E+14,1.16E+15
225,19.84565571,1.25E+14,2.63E+14,4.02E+14,5.40E+14,6.79E+14
187.2706868,-27.27272727,7.23E+13,1.55E+14,2.39E+14,3.23E+14,4.07E+14
187,-27.27272727,6.70E+13,1.43E+14,2.19E+14,2.95E+14,3.72E+14
224.7291346,26.46087429,2.03E+14,4.60E+14,7.30E+14,1.01E+15,1.29E+15
225,26.46087429,1.31E+14,2.75E+14,4.20E+14,5.65E+14,7.10E+14
187.2716207,-20.45454545,8.74E+13,1.88E+14,2.90E+14,3.93E+14,4.95E+14
187,-20.45454545,7.81E+13,1.65E+14,2.53E+14,3.42E+14,4.30E+14
224.7290787,33.07609286,2.18E+14,4.98E+14,7.92E+14,1.09E+15,1.40E+15
225,33.07609286,1.36E+14,2.86E+14,4.37E+14,5.88E+14,7.38E+14
187.3476198,-13.63636364,1.09E+14,2.34E+14,3.61E+14,4.88E+14,6.16E+14
187,-13.63636364,9.07E+13,1.92E+14,2.93E+14,3.95E+14,4.96E+14
224.7293126,39.69131143,2.30E+14,5.28E+14,8.41E+14,1.16E+15,1.49E+15
225,39.69131143,1.41E+14,2.96E+14,4.52E+14,6.08E+14,7.64E+14
166.9642857,0.274736284,3.19E+14,7.45E+14,1.20E+15,1.67E+15,2.14E+15
166.9642857,0,1.51E+14,3.13E+14,4.75E+14,6.37E+14,7.99E+14
173.6428571,0.349589517,3.40E+14,7.81E+14,1.24E+15,1.71E+15,2.17E+15
173.6428571,0,1.47E+14,3.05E+14,4.63E+14,6.22E+14,7.80E+14
160.2857143,0.274329765,3.40E+14,7.91E+14,1.27E+15,1.76E+15,2.26E+15
160.2857143,0,1.54E+14,3.19E+14,4.84E+14,6.49E+14,8.14E+14
224.7302926,46.30653,2.40E+14,5.51E+14,8.80E+14,1.22E+15,1.56E+15
225,46.30653,1.45E+14,3.05E+14,4.65E+14,6.26E+14,7.87E+14
153.6071429,0.274024354,3.63E+14,8.45E+14,1.36E+15,1.89E+15,2.42E+15
153.6071429,0,1.57E+14,3.24E+14,4.92E+14,6.59E+14,8.26E+14
224.7324951,52.92174857,2.45E+14,5.64E+14,9.02E+14,1.25E+15,1.60E+15
225,52.92174857,1.48E+14,3.13E+14,4.78E+14,6.43E+14,8.09E+14
146.9285714,0.27384241,3.83E+14,8.93E+14,1.43E+15,1.99E+15,2.55E+15
146.9285714,0,1.59E+14,3.28E+14,4.98E+14,6.67E+14,8.36E+14
224.7376478,59.53696714,2.47E+14,5.67E+14,9.05E+14,1.25E+15,1.61E+15
225,59.53696714,1.51E+14,3.20E+14,4.89E+14,6.59E+14,8.29E+14
140.25,0.273776342,4.03E+14,9.40E+14,1.51E+15,2.09E+15,2.69E+15
140.25,0,1.61E+14,3.31E+14,5.02E+14,6.73E+14,8.44E+14
224.7458894,66.15001941,2.44E+14,5.59E+14,8.92E+14,1.23E+15,1.58E+15
225,66.15001941,1.54E+14,3.26E+14,5.00E+14,6.74E+14,8.48E+14
133.5714286,0.27379988,4.22E+14,9.85E+14,1.58E+15,2.19E+15,2.81E+15
133.5714286,0,1.62E+14,3.34E+14,5.06E+14,6.78E+14,8.49E+14
224.6860158,72.56101639,2.63E+14,6.01E+14,9.57E+14,1.32E+15,1.69E+15
225,72.56101639,1.56E+14,3.32E+14,5.08E+14,6.86E+14,8.63E+14
126.8928571,0.273880775,4.40E+14,1.02E+15,1.64E+15,2.28E+15,2.92E+15
126.8928571,0,1.63E+14,3.35E+14,5.08E+14,6.81E+14,8.53E+14
120.2142857,0.273987512,4.56E+14,1.06E+15,1.70E+15,2.36E+15,3.02E+15
120.2142857,0,1.63E+14,3.36E+14,5.10E+14,6.83E+14,8.56E+14
113.5357143,0.274092872,4.71E+14,1.09E+15,1.75E+15,2.43E+15,3.11E+15
113.5357143,0,1.64E+14,3.37E+14,5.10E+14,6.84E+14,8.57E+14
106.8571429,0.274178413,4.84E+14,1.12E+15,1.80E+15,2.49E+15,3.19E+15
106.8571429,0,1.64E+14,3.37E+14,5.10E+14,6.84E+14,8.57E+14
100.1785714,0.274237429,4.94E+14,1.15E+15,1.84E+15,2.54E+15,3.25E+15
100.1785714,0,1.63E+14,3.36E+14,5.09E+14,6.83E+14,8.55E+14
224.7240699,96.27821824,1.91E+14,4.23E+14,6.63E+14,9.05E+14,1.15E+15
225,96.39243145,1.52E+14,3.26E+14,5.03E+14,6.81E+14,8.60E+14
177.2340608,107.7228508,3.26E+14,8.13E+14,1.34E+15,1.89E+15,2.45E+15
177.2727273,108,1.67E+14,3.85E+14,6.12E+14,8.45E+14,1.08E+15
170.4279148,107.7225708,3.95E+14,9.72E+14,1.59E+15,2.24E+15,2.89E+15
170.4545455,108,1.99E+14,4.55E+14,7.22E+14,9.95E+14,1.27E+15
184.0366554,107.7231308,2.61E+14,6.57E+14,1.09E+15,1.55E+15,2.01E+15
184.0909091,108,1.36E+14,3.15E+14,5.04E+14,6.96E+14,8.92E+14
163.6187751,107.7225854,4.71E+14,1.15E+15,1.87E+15,2.61E+15,3.36E+15
163.6363636,108,2.35E+14,5.32E+14,8.41E+14,1.15E+15,1.47E+15
93.5,0.274273892,5.04E+14,1.17E+15,1.87E+15,2.59E+15,3.31E+15
93.5,0,1.63E+14,3.35E+14,5.08E+14,6.81E+14,8.53E+14
190.8346891,107.7219428,2.01E+14,5.12E+14,8.56E+14,1.22E+15,1.59E+15
190.9090909,108,1.07E+14,2.49E+14,3.99E+14,5.52E+14,7.08E+14
197.6286965,107.7240544,1.49E+14,3.81E+14,6.41E+14,9.14E+14,1.20E+15
197.7272727,108,8.20E+13,1.91E+14,3.06E+14,4.24E+14,5.45E+14
204.4204366,107.7333098,1.02E+14,2.62E+14,4.42E+14,6.33E+14,8.30E+14
204.5454545,108,5.88E+13,1.37E+14,2.19E+14,3.03E+14,3.89E+14
211.2088478,107.7452758,6.91E+13,1.76E+14,2.98E+14,4.27E+14,5.61E+14
211.3636364,108,4.30E+13,1.01E+14,1.62E+14,2.25E+14,2.89E+14
217.9916654,107.7566927,1.58E+13,3.97E+13,6.71E+13,9.68E+13,1.28E+14
218.1818182,108,9.23E+12,2.08E+13,3.28E+13,4.50E+13,5.73E+13
224.7754537,101.6647769,1.62E+14,3.57E+14,5.58E+14,7.62E+14,9.68E+14
225,101.8147362,1.46E+14,3.14E+14,4.86E+14,6.59E+14,8.33E+14
156.8071144,107.7226363,5.53E+14,1.33E+15,2.14E+15,2.98E+15,3.82E+15
156.8181818,108,2.72E+14,6.11E+14,9.61E+14,1.32E+15,1.67E+15
86.82142857,0.274300984,5.12E+14,1.18E+15,1.89E+15,2.62E+15,3.35E+15
86.82142857,0,1.62E+14,3.34E+14,5.06E+14,6.78E+14,8.50E+14
80.14285714,0.274341574,5.18E+14,1.20E+15,1.92E+15,2.65E+15,3.39E+15
80.14285714,0,1.61E+14,3.32E+14,5.04E+14,6.75E+14,8.47E+14
224.7660732,107.7660732,1.16E+14,2.53E+14,3.94E+14,5.35E+14,6.78E+14
225,108,1.30E+14,2.82E+14,4.39E+14,5.97E+14,7.56E+14
149.9934213,107.7226836,6.36E+14,1.50E+15,2.41E+15,3.34E+15,4.28E+15
150,108,3.10E+14,6.89E+14,1.08E+15,1.47E+15,1.87E+15
73.46428571,0.27442577,5.23E+14,1.21E+15,1.93E+15,2.67E+15,3.42E+15
73.46428571,0,1.60E+14,3.31E+14,5.01E+14,6.72E+14,8.42E+14
143.1781613,107.7227152,7.21E+14,1.68E+15,2.68E+15,3.69E+15,4.71E+15
143.1818182,108,3.48E+14,7.65E+14,1.19E+15,1.62E+15,2.05E+15
136.361759,107.7227321,8.07E+14,1.85E+15,2.93E+15,4.02E+15,5.12E+15
136.3636364,108,3.87E+14,8.38E+14,1.30E+15,1.76E+15,2.22E+15
129.5445781,107.7227401,8.91E+14,2.02E+15,3.17E+15,4.33E+15,5.49E+15
129.5454545,108,4.23E+14,9.07E+14,1.40E+15,1.89E+15,2.38E+15
66.78571429,0.274582436,5.26E+14,1.21E+15,1.94E+15,2.68E+15,3.43E+15
66.78571429,0,1.59E+14,3.29E+14,4.99E+14,6.68E+14,8.38E+14
60.10714286,0.274816027,5.28E+14,1.22E+15,1.95E+15,2.69E+15,3.44E+15
60.10714286,0,1.58E+14,3.27E+14,4.96E+14,6.65E+14,8.33E+14
122.7269081,107.7227446,9.69E+14,2.16E+15,3.38E+15,4.60E+15,5.82E+15
122.7272727,108,4.58E+14,9.69E+14,1.48E+15,2.00E+15,2.51E+15
53.42857143,0.2750432,5.31E+14,1.22E+15,1.96E+15,2.70E+15,3.46E+15
53.42857143,0,1.57E+14,3.25E+14,4.93E+14,6.61E+14,8.29E+14
46.75,0.275005839,5.31E+14,1.22E+15,1.95E+15,2.70E+15,3.45E+15
46.75,0,1.56E+14,3.23E+14,4.90E+14,6.57E+14,8.24E+14
115.9089594,107.7227486,1.04E+15,2.30E+15,3.57E+15,4.84E+15,6.11E+15
115.9090909,108,4.89E+14,1.02E+15,1.56E+15,2.09E+15,2.63E+15
40.07142857,0.274489875,5.31E+14,1.22E+15,1.95E+15,2.70E+15,3.45E+15
40.07142857,0,1.55E+14,3.21E+14,4.87E+14,6.54E+14,8.20E+14
33.39285714,0.275281815,5.33E+14,1.23E+15,1.96E+15,2.71E+15,3.46E+15
33.39285714,0,1.54E+14,3.19E+14,4.85E+14,6.51E+14,8.16E+14
109.0908696,107.722754,1.11E+15,2.41E+15,3.73E+15,5.05E+15,6.37E+15
109.0909091,108,5.18E+14,1.07E+15,1.63E+15,2.18E+15,2.73E+15
26.71428571,0.274233792,5.29E+14,1.22E+15,1.95E+15,2.69E+15,3.44E+15
26.71428571,0,1.53E+14,3.18E+14,4.83E+14,6.48E+14,8.12E+14
20.03571429,0.267739253,5.16E+14,1.19E+15,1.90E+15,2.63E+15,3.37E+15
20.03571429,0,1.53E+14,3.17E+14,4.81E+14,6.46E+14,8.10E+14
102.272718,107.722761,1.17E+15,2.52E+15,3.87E+15,5.23E+15,6.58E+15
102.2727273,108,5.43E+14,1.12E+15,1.69E+15,2.25E+15,2.82E+15
13.35714286,0.26150672,5.05E+14,1.17E+15,1.86E+15,2.58E+15,3.30E+15
13.35714286,0,1.52E+14,3.16E+14,4.80E+14,6.44E+14,8.08E+14
6.678571429,0.258390454,4.95E+14,1.14E+15,1.83E+15,2.53E+15,3.24E+15
6.678571429,0,1.52E+14,3.15E+14,4.79E+14,6.43E+14,8.06E+14
95.45454393,107.722769,1.22E+15,2.60E+15,3.98E+15,5.36E+15,6.74E+15
95.45454545,108,5.65E+14,1.15E+15,1.73E+15,2.31E+15,2.88E+15
0,0,1.52E+14,3.15E+14,4.78E+14,6.42E+14,8.05E+14
