r,z,pressure,power,ne
150.6078,53.30271,1.3332,200,1.3E+16
152.8699,43.18104,1.3332,200,1.17E+16
153.3244,6.88631,1.3332,200,2.34E+15
153.39,97.42438,1.3332,200,3.97E+15
153.4088,69.42904,1.3332,200,1.13E+16
153.5561,31.40772,1.3332,200,9.39E+15
153.6071,0,1.3332,200,1.65E+14
153.6071,0.274024,1.3332,200,2.25E+14
153.6071,0.657658,1.3332,200,3.23E+14
153.6071,1.194746,1.3332,200,4.77E+14
153.6071,1.946669,1.3332,200,7.13E+14
153.6071,2.999361,1.3332,200,1.05E+15
153.6758,58.85034,1.3332,200,1.22E+16
153.6834,84.78308,1.3332,200,7.91E+15
153.8041,16.39079,1.3332,200,5.32E+15
154.0228,4.525008,1.3332,200,1.55E+15
155.7317,103.3301,1.3332,200,1.81E+15
155.852,49.13467,1.3332,200,1.16E+16
155.9899,54.48597,1.3332,200,1.17E+16
156.576,37.94594,1.3332,200,1.01E+16
156.697,104.9641,1.3332,200,1.23E+15
156.7396,106.0296,1.3332,200,8.73E+14
156.7699,106.7907,1.3332,200,6.24E+14
156.7799,63.9802,1.3332,200,1.12E+16
156.7875,100.9074,1.3332,200,2.58E+15
156.7916,107.3343,1.3332,200,4.56E+14
156.8071,107.7226,1.3332,200,3.42E+14
156.809,92.28269,1.3332,200,5.31E+15
156.8182,108,1.3332,200,2.69E+14
156.9346,11.33794,1.3332,200,3.54E+15
157.1172,76.30832,1.3332,200,9.35E+15
157.4217,22.60268,1.3332,200,6.65E+15
159.47,7.772475,1.3332,200,2.36E+15
159.7098,43.4532,1.3332,200,1.02E+16
159.8517,52.91697,1.3332,200,1.08E+16
159.962,58.22481,1.3332,200,1.08E+16
160.12,69.33668,1.3332,200,9.88E+15
160.2057,97.40166,1.3332,200,3.46E+15
160.2631,85.8852,1.3332,200,6.65E+15
160.2857,0,1.3332,200,1.61E+14
160.2857,0.27433,1.3332,200,2.15E+14
160.2857,0.658391,1.3332,200,3.02E+14
160.2857,1.196078,1.3332,200,4.37E+14
160.2857,1.948839,1.3332,200,6.44E+14
160.2857,3.002704,1.3332,200,9.43E+14
160.3369,31.62405,1.3332,200,8.26E+15
160.3488,17.4406,1.3332,200,4.97E+15
161.6749,5.034871,1.3332,200,1.49E+15
162.5082,48.57623,1.3332,200,1E+16
162.6273,103.3417,1.3332,200,1.56E+15
163.3393,63.96294,1.3332,200,9.75E+15
163.398,12.70263,1.3332,200,3.48E+15
163.4035,38.10807,1.3332,200,8.79E+15
163.4438,104.9635,1.3332,200,1.06E+15
163.5114,106.0292,1.3332,200,7.51E+14
163.5393,76.49298,1.3332,200,8.12E+15
163.5597,106.7905,1.3332,200,5.36E+14
163.5836,100.9527,1.3332,200,2.21E+15
163.5942,107.3342,1.3332,200,3.91E+14
163.5998,22.74464,1.3332,200,5.9E+15
163.6188,107.7226,1.3332,200,2.94E+14
163.6364,108,1.3332,200,2.32E+14
164.0867,92.40172,1.3332,200,4.53E+15
164.9237,54.107,1.3332,200,9.71E+15
166.3578,8.90701,1.3332,200,2.34E+15
166.8005,43.70526,1.3332,200,8.78E+15
166.8259,69.34182,1.3332,200,8.53E+15
166.9068,59.19294,1.3332,200,9.23E+15
166.9344,18.8649,1.3332,200,4.66E+15
166.9643,0,1.3332,200,1.57E+14
166.9643,0.274736,1.3332,200,2.05E+14
166.9643,0.659367,1.3332,200,2.82E+14
166.9643,1.19785,1.3332,200,4.01E+14
166.9643,1.951727,1.3332,200,5.79E+14
166.9643,3.007153,1.3332,200,8.35E+14
167.0496,97.06718,1.3332,200,3.06E+15
167.4122,31.85366,1.3332,200,7.14E+15
167.5749,84.64678,1.3332,200,5.91E+15
169.3167,49.65628,1.3332,200,8.67E+15
169.4757,103.3488,1.3332,200,1.33E+15
169.7213,5.555563,1.3332,200,1.38E+15
170.0165,64.20028,1.3332,200,8.35E+15
170.0308,14.82933,1.3332,200,3.49E+15
170.1631,104.9634,1.3332,200,9.01E+14
170.2654,106.0291,1.3332,200,6.37E+14
170.3354,100.9175,1.3332,200,1.9E+15
170.3384,106.7904,1.3332,200,4.53E+14
170.3866,38.24713,1.3332,200,7.53E+15
170.3906,107.3342,1.3332,200,3.31E+14
170.4279,107.7226,1.3332,200,2.49E+14
170.4545,108,1.3332,200,1.97E+14
170.5152,25.84312,1.3332,200,5.63E+15
170.526,92.06286,1.3332,200,3.97E+15
170.5743,75.00066,1.3332,200,7.13E+15
171.0511,54.97302,1.3332,200,8.43E+15
172.1896,59.64244,1.3332,200,8.12E+15
173.0311,10.03375,1.3332,200,2.25E+15
173.3074,69.0669,1.3332,200,7.33E+15
173.5617,21.48035,1.3332,200,4.48E+15
173.5946,97.89357,1.3332,200,2.43E+15
173.6429,0,1.3332,200,1.52E+14
173.6429,0.34959,1.3332,200,2.07E+14
173.6429,0.839015,1.3332,200,2.97E+14
173.6429,1.52421,1.3332,200,4.25E+14
173.6429,2.483484,1.3332,200,6.32E+14
174.0118,83.93244,1.3332,200,5.19E+15
174.3478,33.17332,1.3332,200,6.24E+15
174.6571,44.36232,1.3332,200,7.33E+15
175.6209,51.14033,1.3332,200,7.47E+15
175.973,16.12705,1.3332,200,3.27E+15
176.0316,103.4223,1.3332,200,1.11E+15
176.3488,63.38005,1.3332,200,7.17E+15
176.5162,57.0057,1.3332,200,7.34E+15
176.5551,5.118447,1.3332,200,1.11E+15
176.845,101.4998,1.3332,200,1.49E+15
176.8495,104.9664,1.3332,200,7.59E+14
176.9442,37.97442,1.3332,200,6.38E+15
176.998,106.0311,1.3332,200,5.34E+14
177.0723,90.89762,1.3332,200,3.58E+15
177.0759,28.02705,1.3332,200,5.13E+15
177.1041,106.7916,1.3332,200,3.79E+14
177.1799,107.3348,1.3332,200,2.77E+14
177.2341,107.7229,1.3332,200,2.09E+14
177.2727,108,1.3332,200,1.66E+14
177.7105,75.03702,1.3332,200,5.94E+15
178.578,68.6193,1.3332,200,6.41E+15
179.5185,9.704874,1.3332,200,1.88E+15
179.9119,22.55203,1.3332,200,3.99E+15
180.2185,32.55657,1.3332,200,5.29E+15
180.3214,0,1.3332,200,1.45E+14
180.3214,0.766136,1.3332,200,2.31E+14
180.3214,1.838726,1.3332,200,3.79E+14
180.3567,96.96759,1.3332,200,2.2E+15
180.3743,41.90708,1.3332,200,6.14E+15
180.5397,83.53831,1.3332,200,4.41E+15
180.8159,47.31016,1.3332,200,6.38E+15
181.3328,53.56778,1.3332,200,6.44E+15
181.6749,59.70714,1.3332,200,6.33E+15
182.1131,65.44846,1.3332,200,6.02E+15
182.5133,27.47431,1.3332,200,4.38E+15
182.609,103.3074,1.3332,200,9.41E+14
182.7813,70.97925,1.3332,200,5.52E+15
183.0291,15.14055,1.3332,200,2.58E+15
183.058,3.948048,1.3332,200,6.22E+14
183.0724,37.55355,1.3332,200,5.37E+15
183.4052,76.55636,1.3332,200,4.89E+15
183.4971,104.9695,1.3332,200,6.24E+14
183.7055,106.0331,1.3332,200,4.37E+14
183.8393,89.8708,1.3332,200,3.12E+15
183.8544,106.7929,1.3332,200,3.09E+14
183.9607,107.3355,1.3332,200,2.26E+14
184.0367,107.7231,1.3332,200,1.71E+14
184.0909,108,1.3332,200,1.36E+14
184.2921,101.1679,1.3332,200,1.26E+15
184.9922,8.805107,1.3332,200,1.47E+15
186.2919,42.9906,1.3332,200,5.25E+15
186.4665,22.68111,1.3332,200,3.36E+15
186.569,49.89705,1.3332,200,5.47E+15
186.8126,56.32348,1.3332,200,5.48E+15
186.8597,32.38386,1.3332,200,4.37E+15
186.914,97.09571,1.3332,200,1.79E+15
187,0,1.3332,200,1.35E+14
187.0551,62.39917,1.3332,200,5.32E+15
187.3965,68.16705,1.3332,200,4.99E+15
187.6161,81.55546,1.3332,200,3.81E+15
187.9214,37.64428,1.3332,200,4.65E+15
188.4028,73.59918,1.3332,200,4.46E+15
188.5009,27.65951,1.3332,200,3.7E+15
188.7157,5.319441,1.3332,200,7.8E+14
188.883,15.97092,1.3332,200,2.32E+15
189.6029,103.0935,1.3332,200,7.81E+14
190.0947,104.9565,1.3332,200,5.02E+14
190.3805,106.0247,1.3332,200,3.49E+14
190.4255,100.5294,1.3332,200,1.12E+15
190.5371,89.17015,1.3332,200,2.61E+15
190.5847,106.7877,1.3332,200,2.46E+14
190.7305,107.3327,1.3332,200,1.79E+14
190.8347,107.7219,1.3332,200,1.36E+14
190.9091,108,1.3332,200,1.08E+14
191.8001,2.123946,1.3332,200,5.12E+14
191.8499,35.28836,1.3332,200,3.94E+15
191.9756,22.33396,1.3332,200,2.81E+15
192.0287,10.31526,1.3332,200,1.47E+15
192.6239,40.06132,1.3332,200,4.13E+15
192.8107,70.53853,1.3332,200,4.04E+15
192.8736,45.9679,1.3332,200,4.35E+15
192.8949,65.82729,1.3332,200,4.26E+15
193.1954,31.00809,1.3332,200,3.46E+15
193.2402,59.43926,1.3332,200,4.39E+15
193.3983,53.08165,1.3332,200,4.4E+15
193.4204,75.88668,1.3332,200,3.6E+15
193.5978,82.2471,1.3332,200,3.03E+15
193.6572,94.7977,1.3332,200,1.69E+15
193.972,26.07035,1.3332,200,2.96E+15
194.0846,6.94914,1.3332,200,1.06E+15
194.8061,16.54951,1.3332,200,2.02E+15
195.9743,0.045098,1.3332,200,5.54E+14
196.2869,102.9213,1.3332,200,6.29E+14
196.6483,104.9796,1.3332,200,3.86E+14
196.7354,87.97165,1.3332,200,2.2E+15
197.027,106.0397,1.3332,200,2.67E+14
197.2975,106.7969,1.3332,200,1.88E+14
197.3619,99.45349,1.3332,200,9.79E+14
197.4232,5.20788,1.3332,200,9.11E+14
197.4907,107.3377,1.3332,200,1.37E+14
197.6287,107.7241,1.3332,200,1.05E+14
197.7273,108,1.3332,200,8.42E+13
198.8049,67.73797,1.3332,200,3.32E+15
198.8892,10.95568,1.3332,200,1.32E+15
198.9189,22.30807,1.3332,200,2.21E+15
198.9238,35.63548,1.3332,200,3.07E+15
199.0661,29.01096,1.3332,200,2.66E+15
199.3609,72.45669,1.3332,200,3.05E+15
199.5004,79.30947,1.3332,200,2.63E+15
199.9697,94.56578,1.3332,200,1.35E+15
199.9958,42.43904,1.3332,200,3.2E+15
200.3203,62.97458,1.3332,200,3.26E+15
200.3546,16.66286,1.3332,200,1.68E+15
201.057,49.56559,1.3332,200,3.22E+15
201.7884,56.66484,1.3332,200,3.14E+15
201.8847,2.801813,1.3332,200,7.32E+14
201.8926,103.1785,1.3332,200,4.75E+14
202.8489,86.47435,1.3332,200,1.8E+15
202.9822,7.657434,1.3332,200,9.73E+14
203.1771,105.0809,1.3332,200,2.84E+14
203.6573,106.1054,1.3332,200,1.94E+14
204.0004,106.8372,1.3332,200,1.36E+14
204.0835,98.4597,1.3332,200,8.11E+14
204.2454,107.3599,1.3332,200,9.97E+13
204.4204,107.7333,1.3332,200,7.68E+13
204.5455,108,1.3332,200,6.25E+13
205.1029,73.81001,1.3332,200,2.28E+15
205.5301,12.86797,1.3332,200,1.16E+15
205.9151,80.12439,1.3332,200,1.89E+15
206.0363,19.57427,1.3332,200,1.48E+15
206.1694,92.58458,1.3332,200,1.13E+15
206.2214,25.95461,1.3332,200,1.78E+15
206.526,67.45746,1.3332,200,2.32E+15
207.4492,32.63146,1.3332,200,1.93E+15
207.9345,46.25247,1.3332,200,2.23E+15
208.2732,60.09459,1.3332,200,2.22E+15
208.7376,53.11763,1.3332,200,2.18E+15
208.7983,85.8799,1.3332,200,1.34E+15
208.8214,102.779,1.3332,200,3.56E+14
208.9733,39.37965,1.3332,200,1.97E+15
209.3151,2.773683,1.3332,200,5.97E+14
209.6694,105.2119,1.3332,200,1.92E+14
209.8259,76.4883,1.3332,200,1.65E+15
210.264,106.1904,1.3332,200,1.31E+14
210.2898,9.850513,1.3332,200,8.07E+14
210.5075,97.07653,1.3332,200,6.44E+14
210.6403,81.26146,1.3332,200,1.38E+15
210.6888,106.8894,1.3332,200,9.31E+13
210.9921,107.3887,1.3332,200,6.98E+13
211.0922,70.47822,1.3332,200,1.68E+15
211.2088,107.7453,1.3332,200,5.53E+13
211.335,16.30488,1.3332,200,9.81E+14
211.3636,108,1.3332,200,4.63E+13
212.822,90.93864,1.3332,200,8.2E+14
212.9022,29.49045,1.3332,200,1.27E+15
213.0078,63.94698,1.3332,200,1.57E+15
213.0615,23.19437,1.3332,200,1.08E+15
213.3149,56.58919,1.3332,200,1.58E+15
213.4361,84.20553,1.3332,200,1.02E+15
214.1285,36.2138,1.3332,200,1.3E+15
214.298,42.9653,1.3332,200,1.38E+15
214.5452,50.04762,1.3332,200,1.41E+15
215.0651,101.9222,1.3332,200,2.74E+14
215.3023,6.274621,1.3332,200,4.98E+14
215.9511,12.70725,1.3332,200,6.07E+14
216.0837,95.77504,1.3332,200,4.72E+14
216.1005,105.3369,1.3332,200,1.09E+14
216.1018,79.10513,1.3332,200,9.36E+14
216.2046,72.81174,1.3332,200,1.06E+15
216.831,106.2715,1.3332,200,6.83E+13
217.1411,19.63491,1.3332,200,6.8E+14
217.3528,106.9392,1.3332,200,4.49E+13
217.4614,67.17928,1.3332,200,9.95E+14
217.4864,26.1063,1.3332,200,7.71E+14
217.5146,59.34358,1.3332,200,1.04E+15
217.5313,87.46599,1.3332,200,6.25E+14
217.7255,107.4161,1.3332,200,3.15E+13
217.7849,32.78022,1.3332,200,8.48E+14
217.8111,52.9847,1.3332,200,1.01E+15
217.8396,39.69212,1.3332,200,9.26E+14
217.9182,46.30496,1.3332,200,9.71E+14
217.9208,91.68208,1.3332,200,4.91E+14
217.9917,107.7567,1.3332,200,2.36E+13
218.1745,83.23014,1.3332,200,6.56E+14
218.1818,108,1.3332,200,1.87E+13
219.2554,102.195,1.3332,200,1.93E+14
219.3184,9.314523,1.3332,200,3.8E+14
219.4418,98.29008,1.3332,200,2.88E+14
219.4983,2.490183,1.3332,200,2.88E+14
220.0907,14.09705,1.3332,200,4.01E+14
220.2096,20.54752,1.3332,200,4.7E+14
220.2429,27.28102,1.3332,200,5.42E+14
220.3905,60.88867,1.3332,200,6.83E+14
220.4054,34.03825,1.3332,200,5.93E+14
220.4058,40.56718,1.3332,200,6.41E+14
220.4455,53.95221,1.3332,200,6.83E+14
220.4837,47.2096,1.3332,200,6.65E+14
220.5163,75.31228,1.3332,200,5.75E+14
220.6417,68.84092,1.3332,200,6.17E+14
221.2213,89.65038,1.3332,200,2.95E+14
221.2262,93.97416,1.3332,200,3.02E+14
221.4701,79.6787,1.3332,200,4.18E+14
221.6133,85.08916,1.3332,200,2.84E+14
222.0148,1.91E-16,1.3332,200,1.91E+14
222.0262,6.615219,1.3332,200,2.34E+14
222.0338,13.23044,1.3332,200,2.81E+14
222.0346,33.07609,1.3332,200,4.2E+14
222.0352,26.46087,1.3332,200,3.77E+14
222.036,19.84566,1.3332,200,3.3E+14
222.0372,39.69131,1.3332,200,4.52E+14
222.0479,46.30653,1.3332,200,4.75E+14
222.072,52.92175,1.3332,200,4.84E+14
222.1284,59.53697,1.3332,200,4.76E+14
222.2186,66.15002,1.3332,200,4.53E+14
222.4395,105.4395,1.3332,200,1.05E+14
222.5422,100.1733,1.3332,200,1.92E+14
222.7695,72.56102,1.3332,200,3.72E+14
223.0398,95.58106,1.3332,200,2.22E+14
223.0625,1.24E-16,1.3332,200,1.62E+14
223.0699,6.615219,1.3332,200,1.92E+14
223.0749,13.23044,1.3332,200,2.24E+14
223.0754,33.07609,1.3332,200,3.17E+14
223.0758,26.46087,1.3332,200,2.88E+14
223.0763,19.84566,1.3332,200,2.57E+14
223.077,39.69131,1.3332,200,3.39E+14
223.084,46.30653,1.3332,200,3.54E+14
223.0996,52.92175,1.3332,200,3.61E+14
223.1363,59.53697,1.3332,200,3.57E+14
223.1948,66.15002,1.3332,200,3.45E+14
223.3382,106.3382,1.3332,200,1E+14
223.374,78.32636,1.3332,200,2.81E+14
223.4048,100.7494,1.3332,200,1.71E+14
223.5761,91.63856,1.3332,200,2.03E+14
223.631,72.56102,1.3332,200,2.85E+14
223.7969,95.89446,1.3332,200,1.94E+14
223.8109,7.6E-17,1.3332,200,1.41E+14
223.8155,6.615219,1.3332,200,1.62E+14
223.8185,13.23044,1.3332,200,1.84E+14
223.8188,33.07609,1.3332,200,2.45E+14
223.819,26.46087,1.3332,200,2.26E+14
223.8193,19.84566,1.3332,200,2.06E+14
223.8198,39.69131,1.3332,200,2.6E+14
223.8241,46.30653,1.3332,200,2.7E+14
223.8337,52.92175,1.3332,200,2.76E+14
223.8561,59.53697,1.3332,200,2.75E+14
223.8921,66.15002,1.3332,200,2.69E+14
223.9801,106.9801,1.3332,200,1.03E+14
224.021,101.1609,1.3332,200,1.59E+14
224.2464,72.56102,1.3332,200,2.28E+14
224.3225,78.32636,1.3332,200,2.07E+14
224.3378,96.11832,1.3332,200,1.77E+14
224.3454,4.19E-17,1.3332,200,1.26E+14
224.348,6.615219,1.3332,200,1.41E+14
224.3496,13.23044,1.3332,200,1.56E+14
224.3498,33.07609,1.3332,200,1.96E+14
224.3499,26.46087,1.3332,200,1.84E+14
224.3501,19.84566,1.3332,200,1.71E+14
224.3504,39.69131,1.3332,200,2.06E+14
224.3527,46.30653,1.3332,200,2.13E+14
224.358,52.92175,1.3332,200,2.18E+14
224.3704,59.53697,1.3332,200,2.19E+14
224.3901,66.15002,1.3332,200,2.17E+14
224.4067,91.80366,1.3332,200,1.76E+14
224.4386,107.4386,1.3332,200,1.11E+14
224.4611,101.4548,1.3332,200,1.53E+14
224.686,72.56102,1.3332,200,1.87E+14
224.7241,96.27822,1.3332,200,1.64E+14
224.7273,1.74E-17,1.3332,200,1.16E+14
224.7283,6.615219,1.3332,200,1.26E+14
224.729,13.23044,1.3332,200,1.37E+14
224.7291,26.46087,1.3332,200,1.55E+14
224.7291,33.07609,1.3332,200,1.63E+14
224.7292,19.84566,1.3332,200,1.46E+14
224.7293,39.69131,1.3332,200,1.69E+14
224.7303,46.30653,1.3332,200,1.74E+14
224.7325,52.92175,1.3332,200,1.78E+14
224.7376,59.53697,1.3332,200,1.8E+14
224.7459,66.15002,1.3332,200,1.81E+14
224.7661,107.7661,1.3332,200,1.22E+14
224.7755,101.6648,1.3332,200,1.49E+14
225,0,1.3332,200,1.08E+14
225,6.615219,1.3332,200,1.16E+14
225,13.23044,1.3332,200,1.23E+14
225,19.84566,1.3332,200,1.29E+14
225,26.46087,1.3332,200,1.35E+14
225,33.07609,1.3332,200,1.4E+14
225,39.69131,1.3332,200,1.44E+14
225,46.30653,1.3332,200,1.48E+14
225,52.92175,1.3332,200,1.52E+14
225,59.53697,1.3332,200,1.55E+14
225,66.15002,1.3332,200,1.57E+14
225,72.56102,1.3332,200,1.59E+14
225,78.32636,1.3332,200,1.6E+14
225,83.2,1.3332,200,1.63E+14
225,87.8,1.3332,200,1.62E+14
225,91.92158,1.3332,200,1.58E+14
225,96.39243,1.3332,200,1.55E+14
225,101.8147,1.3332,200,1.5E+14
225,108,1.3332,200,1.4E+14
0,0,1.3332,300,2.57E+14
0,0.25839,1.3332,300,4.6E+14
0,0.620137,1.3332,300,8.63E+14
0,1.126582,1.3332,300,1.54E+15
0,1.835606,1.3332,300,2.59E+15
0,2.828239,1.3332,300,4.09E+15
0,4.594051,1.3332,300,6.81E+15
0,7.493954,1.3332,300,1.13E+16
0,11.6917,1.3332,300,1.77E+16
0,19.06657,1.3332,300,2.85E+16
0,28.32417,1.3332,300,4.04E+16
0,38.85258,1.3332,300,5.12E+16
0,47.25482,1.3332,300,5.65E+16
0,54.00066,1.3332,300,5.8E+16
0,60.74685,1.3332,300,5.72E+16
0,69.35627,1.3332,300,5.29E+16
0,80.40561,1.3332,300,4.11E+16
0,89.6956,1.3332,300,2.95E+16
0,96.44803,1.3332,300,1.95E+16
0,100.7896,1.3332,300,1.27E+16
0,103.0515,1.3332,300,8.99E+15
0,105.3135,1.3332,300,5.36E+15
0,106.2564,1.3332,300,3.87E+15
0,106.9299,1.3332,300,2.81E+15
0,107.4109,1.3332,300,2.07E+15
0,107.7546,1.3332,300,1.54E+15
0,108,1.3332,300,1.19E+15
3.973151,4.00272,1.3332,300,5.96E+15
4.56883,5.992545,1.3332,300,9.11E+15
5.189005,9.720912,1.3332,300,1.49E+16
5.27794,104.2293,1.3332,300,7.15E+15
5.365571,16.15244,1.3332,300,2.45E+16
5.420443,23.84512,1.3332,300,3.5E+16
5.468069,33.91598,1.3332,300,4.68E+16
5.492516,43.80712,1.3332,300,5.49E+16
5.515561,50.58949,1.3332,300,5.76E+16
5.528954,57.34132,1.3332,300,5.8E+16
5.541929,64.0774,1.3332,300,5.6E+16
5.608358,92.30943,1.3332,300,2.6E+16
5.68782,98.1769,1.3332,300,1.69E+16
5.712811,70.93496,1.3332,300,5.18E+16
5.74455,84.94541,1.3332,300,3.6E+16
6.678571,0,1.3332,300,2.57E+14
6.678571,0.25839,1.3332,300,4.62E+14
6.678571,0.620137,1.3332,300,8.72E+14
6.678571,1.126582,1.3332,300,1.56E+15
6.678571,1.835606,1.3332,300,2.63E+15
6.678571,2.828239,1.3332,300,4.16E+15
6.801637,102.0471,1.3332,300,1.08E+16
6.818182,105.3135,1.3332,300,5.47E+15
6.818182,106.2564,1.3332,300,3.95E+15
6.818182,106.9299,1.3332,300,2.86E+15
6.818182,107.4109,1.3332,300,2.1E+15
6.818182,107.7546,1.3332,300,1.56E+15
6.818182,108,1.3332,300,1.21E+15
8.300116,4.304323,1.3332,300,6.56E+15
10.08819,7.991418,1.3332,300,1.22E+16
10.75704,12.94774,1.3332,300,1.98E+16
10.82694,19.64261,1.3332,300,2.94E+16
10.86446,99.39319,1.3332,300,1.5E+16
10.89548,29.35729,1.3332,300,4.19E+16
10.99997,39.30961,1.3332,300,5.17E+16
11.0233,47.18663,1.3332,300,5.64E+16
11.04723,53.93881,1.3332,300,5.8E+16
11.06739,60.67237,1.3332,300,5.72E+16
11.10052,67.37334,1.3332,300,5.4E+16
11.15483,74.32859,1.3332,300,4.84E+16
11.1557,88.52025,1.3332,300,3.17E+16
11.21644,94.80865,1.3332,300,2.22E+16
12.14568,104.0968,1.3332,300,7.48E+15
13.35714,0,1.3332,300,2.58E+14
13.35714,0.261507,1.3332,300,4.68E+14
13.35714,0.627616,1.3332,300,8.9E+14
13.35714,1.140169,1.3332,300,1.6E+15
13.35714,1.857744,1.3332,300,2.69E+15
13.35714,2.862348,1.3332,300,4.27E+15
13.63636,105.2705,1.3332,300,5.59E+15
13.63636,106.2285,1.3332,300,4.03E+15
13.63636,106.9127,1.3332,300,2.91E+15
13.63636,107.4015,1.3332,300,2.14E+15
13.63636,107.7506,1.3332,300,1.58E+15
13.63636,108,1.3332,300,1.22E+15
13.79917,102.3161,1.3332,300,1.04E+16
14.68469,5.990413,1.3332,300,9.07E+15
14.92076,4.123849,1.3332,300,6.24E+15
16.20132,15.61568,1.3332,300,2.38E+16
16.28425,25.46053,1.3332,300,3.71E+16
16.45061,35.38761,1.3332,300,4.81E+16
16.51761,43.78403,1.3332,300,5.46E+16
16.56647,50.54493,1.3332,300,5.74E+16
16.58251,57.28278,1.3332,300,5.77E+16
16.60569,63.98427,1.3332,300,5.58E+16
16.7855,10.33068,1.3332,300,1.58E+16
16.80324,72.15809,1.3332,300,5.04E+16
17.02302,90.74108,1.3332,300,2.82E+16
17.05458,83.56126,1.3332,300,3.77E+16
17.11288,97.64486,1.3332,300,1.79E+16
19.60642,103.9426,1.3332,300,7.64E+15
20.03571,0,1.3332,300,2.59E+14
20.03571,0.267739,1.3332,300,4.74E+14
20.03571,0.642574,1.3332,300,9.06E+14
20.03571,1.167343,1.3332,300,1.63E+15
20.03571,1.90202,1.3332,300,2.74E+15
20.03571,2.930567,1.3332,300,4.34E+15
20.45455,105.1845,1.3332,300,5.65E+15
20.45455,106.1727,1.3332,300,4.06E+15
20.45455,106.8785,1.3332,300,2.93E+15
20.45455,107.3827,1.3332,300,2.14E+15
20.45455,107.7428,1.3332,300,1.58E+15
20.45455,108,1.3332,300,1.21E+15
20.74054,6.310623,1.3332,300,9.61E+15
20.92505,101.6005,1.3332,300,1.14E+16
21.02781,14.29852,1.3332,300,2.16E+16
21.12088,4.249811,1.3332,300,6.41E+15
21.45718,20.36364,1.3332,300,3.02E+16
21.81244,93.10848,1.3332,300,2.46E+16
21.89476,30.40839,1.3332,300,4.28E+16
22.01795,40.394,1.3332,300,5.22E+16
22.09119,60.63319,1.3332,300,5.68E+16
22.11012,47.16044,1.3332,300,5.6E+16
22.11613,67.27244,1.3332,300,5.38E+16
22.11759,53.914,1.3332,300,5.76E+16
22.78769,76.42865,1.3332,300,4.59E+16
23.42647,86.32746,1.3332,300,3.42E+16
23.81731,9.831309,1.3332,300,1.5E+16
24.09793,97.74253,1.3332,300,1.75E+16
26.38841,104.1435,1.3332,300,7.34E+15
26.71429,0,1.3332,300,2.6E+14
26.71429,0.274234,1.3332,300,4.8E+14
26.71429,0.658161,1.3332,300,9.24E+14
26.71429,1.195659,1.3332,300,1.66E+15
26.71429,1.948157,1.3332,300,2.8E+15
26.71429,3.001653,1.3332,300,4.42E+15
27.08902,6.369789,1.3332,300,9.64E+15
27.13633,16.9246,1.3332,300,2.55E+16
27.27273,105.0808,1.3332,300,5.83E+15
27.27273,106.1054,1.3332,300,4.18E+15
27.27273,106.8372,1.3332,300,3.01E+15
27.27273,107.3599,1.3332,300,2.18E+15
27.27273,107.7333,1.3332,300,1.6E+15
27.27273,108,1.3332,300,1.22E+15
27.40189,93.08648,1.3332,300,2.46E+16
27.41037,25.22001,1.3332,300,3.64E+16
27.44555,78.53781,1.3332,300,4.34E+16
27.55083,63.91254,1.3332,300,5.53E+16
27.60788,70.38251,1.3332,300,5.12E+16
27.65096,57.2576,1.3332,300,5.72E+16
27.70075,43.78599,1.3332,300,5.41E+16
27.74444,50.5457,1.3332,300,5.68E+16
27.7482,35.62453,1.3332,300,4.79E+16
27.84702,4.310626,1.3332,300,6.44E+15
28.1214,101.7951,1.3332,300,1.11E+16
30.18093,10.37416,1.3332,300,1.56E+16
30.49025,84.98471,1.3332,300,3.58E+16
30.92617,97.79143,1.3332,300,1.73E+16
32.03383,22.04579,1.3332,300,3.21E+16
32.71446,6.330162,1.3332,300,9.5E+15
32.85159,67.14466,1.3332,300,5.32E+16
33.09932,60.61414,1.3332,300,5.61E+16
33.26798,104.0619,1.3332,300,7.4E+15
33.3674,53.94028,1.3332,300,5.69E+16
33.37268,40.50886,1.3332,300,5.16E+16
33.39286,0,1.3332,300,2.61E+14
33.39286,0.275282,1.3332,300,4.83E+14
33.39286,0.660676,1.3332,300,9.27E+14
33.39286,1.200229,1.3332,300,1.66E+15
33.39286,1.955602,1.3332,300,2.8E+15
33.39286,3.013125,1.3332,300,4.42E+15
33.52204,47.22067,1.3332,300,5.53E+16
33.52995,75.5003,1.3332,300,4.65E+16
34.02684,16.33875,1.3332,300,2.43E+16
34.06987,91.5853,1.3332,300,2.65E+16
34.09091,105.01,1.3332,300,5.89E+15
34.09091,106.0594,1.3332,300,4.22E+15
34.09091,106.809,1.3332,300,3.03E+15
34.09091,107.3444,1.3332,300,2.19E+15
34.09091,107.7268,1.3332,300,1.59E+15
34.09091,108,1.3332,300,1.21E+15
34.11349,31.44199,1.3332,300,4.34E+16
34.3514,4.248538,1.3332,300,6.33E+15
34.48354,101.8459,1.3332,300,1.09E+16
36.68508,10.17814,1.3332,300,1.52E+16
37.14736,83.86889,1.3332,300,3.69E+16
37.71785,97.49946,1.3332,300,1.76E+16
37.97511,69.4508,1.3332,300,5.13E+16
38.2409,37.63506,1.3332,300,4.89E+16
38.29623,24.78905,1.3332,300,3.53E+16
38.68941,63.82718,1.3332,300,5.45E+16
39.00511,57.27347,1.3332,300,5.63E+16
39.18342,50.73129,1.3332,300,5.59E+16
