r,z,pressure,power,ne
0,0,1.3332,100,7.05E+13
0,0.25839,1.3332,100,1.08E+14
0,0.620137,1.3332,100,1.8E+14
0,1.126582,1.3332,100,3.14E+14
0,1.835606,1.3332,100,5.47E+14
0,2.828239,1.3332,100,9.07E+14
0,4.594051,1.3332,100,1.59E+15
0,7.493954,1.3332,100,2.72E+15
0,11.6917,1.3332,100,4.32E+15
0,19.06657,1.3332,100,7.02E+15
0,28.32417,1.3332,100,1E+16
0,38.85258,1.3332,100,1.27E+16
0,47.25482,1.3332,100,1.4E+16
0,54.00066,1.3332,100,1.44E+16
0,60.74685,1.3332,100,1.43E+16
0,69.35627,1.3332,100,1.32E+16
0,80.40561,1.3332,100,1.03E+16
0,89.6956,1.3332,100,7.4E+15
0,96.44803,1.3332,100,4.88E+15
0,100.7896,1.3332,100,3.16E+15
0,103.0515,1.3332,100,2.24E+15
0,105.3135,1.3332,100,1.32E+15
0,106.2564,1.3332,100,9.5E+14
0,106.9299,1.3332,100,6.89E+14
0,107.4109,1.3332,100,5.12E+14
0,107.7546,1.3332,100,3.92E+14
0,108,1.3332,100,3.13E+14
3.973151,4.00272,1.3332,100,1.37E+15
4.56883,5.992545,1.3332,100,2.16E+15
5.189005,9.720912,1.3332,100,3.62E+15
5.27794,104.2293,1.3332,100,1.77E+15
5.365571,16.15244,1.3332,100,6.02E+15
5.420443,23.84512,1.3332,100,8.66E+15
5.468069,33.91598,1.3332,100,1.16E+16
5.492516,43.80712,1.3332,100,1.36E+16
5.515561,50.58949,1.3332,100,1.43E+16
5.528954,57.34132,1.3332,100,1.44E+16
5.541929,64.0774,1.3332,100,1.39E+16
5.608358,92.30943,1.3332,100,6.51E+15
5.68782,98.1769,1.3332,100,4.24E+15
5.712811,70.93496,1.3332,100,1.29E+16
5.74455,84.94541,1.3332,100,9.02E+15
6.678571,0,1.3332,100,7.06E+13
6.678571,0.25839,1.3332,100,1.09E+14
6.678571,0.620137,1.3332,100,1.82E+14
6.678571,1.126582,1.3332,100,3.18E+14
6.678571,1.835606,1.3332,100,5.56E+14
6.678571,2.828239,1.3332,100,9.25E+14
6.801637,102.0471,1.3332,100,2.68E+15
6.818182,105.3135,1.3332,100,1.35E+15
6.818182,106.2564,1.3332,100,9.68E+14
6.818182,106.9299,1.3332,100,7.02E+14
6.818182,107.4109,1.3332,100,5.22E+14
6.818182,107.7546,1.3332,100,3.99E+14
6.818182,108,1.3332,100,3.19E+14
8.300116,4.304323,1.3332,100,1.52E+15
10.08819,7.991418,1.3332,100,2.95E+15
10.75704,12.94774,1.3332,100,4.85E+15
10.82694,19.64261,1.3332,100,7.25E+15
10.86446,99.39319,1.3332,100,3.74E+15
10.89548,29.35729,1.3332,100,1.04E+16
10.99997,39.30961,1.3332,100,1.28E+16
11.0233,47.18663,1.3332,100,1.4E+16
11.04723,53.93881,1.3332,100,1.44E+16
11.06739,60.67237,1.3332,100,1.42E+16
11.10052,67.37334,1.3332,100,1.35E+16
11.15483,74.32859,1.3332,100,1.21E+16
11.1557,88.52025,1.3332,100,7.94E+15
11.21644,94.80865,1.3332,100,5.56E+15
12.14568,104.0968,1.3332,100,1.85E+15
13.35714,0,1.3332,100,7.08E+13
13.35714,0.261507,1.3332,100,1.1E+14
13.35714,0.627616,1.3332,100,1.85E+14
13.35714,1.140169,1.3332,100,3.25E+14
13.35714,1.857744,1.3332,100,5.71E+14
13.35714,2.862348,1.3332,100,9.51E+14
13.63636,105.2705,1.3332,100,1.38E+15
13.63636,106.2285,1.3332,100,9.89E+14
13.63636,106.9127,1.3332,100,7.15E+14
13.63636,107.4015,1.3332,100,5.3E+14
13.63636,107.7506,1.3332,100,4.03E+14
13.63636,108,1.3332,100,3.22E+14
13.79917,102.3161,1.3332,100,2.58E+15
14.68469,5.990413,1.3332,100,2.15E+15
14.92076,4.123849,1.3332,100,1.44E+15
16.20132,15.61568,1.3332,100,5.85E+15
16.28425,25.46053,1.3332,100,9.18E+15
16.45061,35.38761,1.3332,100,1.19E+16
16.51761,43.78403,1.3332,100,1.36E+16
16.56647,50.54493,1.3332,100,1.43E+16
16.58251,57.28278,1.3332,100,1.44E+16
16.60569,63.98427,1.3332,100,1.39E+16
16.7855,10.33068,1.3332,100,3.85E+15
16.80324,72.15809,1.3332,100,1.26E+16
17.02302,90.74108,1.3332,100,7.07E+15
17.05458,83.56126,1.3332,100,9.45E+15
17.11288,97.64486,1.3332,100,4.47E+15
19.60642,103.9426,1.3332,100,1.9E+15
20.03571,0,1.3332,100,7.11E+13
20.03571,0.267739,1.3332,100,1.11E+14
20.03571,0.642574,1.3332,100,1.89E+14
20.03571,1.167343,1.3332,100,3.32E+14
20.03571,1.90202,1.3332,100,5.83E+14
20.03571,2.930567,1.3332,100,9.69E+14
20.45455,105.1845,1.3332,100,1.39E+15
20.45455,106.1727,1.3332,100,9.98E+14
20.45455,106.8785,1.3332,100,7.2E+14
20.45455,107.3827,1.3332,100,5.31E+14
20.45455,107.7428,1.3332,100,4.02E+14
20.45455,108,1.3332,100,3.19E+14
20.74054,6.310623,1.3332,100,2.29E+15
20.92505,101.6005,1.3332,100,2.86E+15
21.02781,14.29852,1.3332,100,5.3E+15
21.12088,4.249811,1.3332,100,1.49E+15
21.45718,20.36364,1.3332,100,7.47E+15
21.81244,93.10848,1.3332,100,6.15E+15
21.89476,30.40839,1.3332,100,1.06E+16
22.01795,40.394,1.3332,100,1.3E+16
22.09119,60.63319,1.3332,100,1.41E+16
22.11012,47.16044,1.3332,100,1.39E+16
22.11613,67.27244,1.3332,100,1.34E+16
22.11759,53.914,1.3332,100,1.43E+16
22.78769,76.42865,1.3332,100,1.15E+16
23.42647,86.32746,1.3332,100,8.57E+15
23.81731,9.831309,1.3332,100,3.64E+15
24.09793,97.74253,1.3332,100,4.38E+15
26.38841,104.1435,1.3332,100,1.82E+15
26.71429,0,1.3332,100,7.15E+13
26.71429,0.274234,1.3332,100,1.13E+14
26.71429,0.658161,1.3332,100,1.92E+14
26.71429,1.195659,1.3332,100,3.4E+14
26.71429,1.948157,1.3332,100,5.97E+14
26.71429,3.001653,1.3332,100,9.89E+14
27.08902,6.369789,1.3332,100,2.3E+15
27.13633,16.9246,1.3332,100,6.27E+15
27.27273,105.0808,1.3332,100,1.44E+15
27.27273,106.1054,1.3332,100,1.03E+15
27.27273,106.8372,1.3332,100,7.38E+14
27.27273,107.3599,1.3332,100,5.41E+14
27.27273,107.7333,1.3332,100,4.06E+14
27.27273,108,1.3332,100,3.2E+14
27.40189,93.08648,1.3332,100,6.16E+15
27.41037,25.22001,1.3332,100,9.01E+15
27.44555,78.53781,1.3332,100,1.08E+16
27.55083,63.91254,1.3332,100,1.38E+16
27.60788,70.38251,1.3332,100,1.28E+16
27.65096,57.2576,1.3332,100,1.42E+16
27.70075,43.78599,1.3332,100,1.34E+16
27.74444,50.5457,1.3332,100,1.41E+16
27.7482,35.62453,1.3332,100,1.19E+16
27.84702,4.310626,1.3332,100,1.49E+15
28.1214,101.7951,1.3332,100,2.76E+15
30.18093,10.37416,1.3332,100,3.81E+15
30.49025,84.98471,1.3332,100,8.95E+15
30.92617,97.79143,1.3332,100,4.33E+15
32.03383,22.04579,1.3332,100,7.92E+15
32.71446,6.330162,1.3332,100,2.26E+15
32.85159,67.14466,1.3332,100,1.33E+16
33.09932,60.61414,1.3332,100,1.4E+16
33.26798,104.0619,1.3332,100,1.84E+15
33.3674,53.94028,1.3332,100,1.41E+16
33.37268,40.50886,1.3332,100,1.28E+16
33.39286,0,1.3332,100,7.2E+13
33.39286,0.275282,1.3332,100,1.13E+14
33.39286,0.660676,1.3332,100,1.93E+14
33.39286,1.200229,1.3332,100,3.41E+14
33.39286,1.955602,1.3332,100,5.99E+14
33.39286,3.013125,1.3332,100,9.92E+14
33.52204,47.22067,1.3332,100,1.37E+16
33.52995,75.5003,1.3332,100,1.16E+16
34.02684,16.33875,1.3332,100,5.97E+15
34.06987,91.5853,1.3332,100,6.64E+15
34.09091,105.01,1.3332,100,1.46E+15
34.09091,106.0594,1.3332,100,1.04E+15
34.09091,106.809,1.3332,100,7.43E+14
34.09091,107.3444,1.3332,100,5.43E+14
34.09091,107.7268,1.3332,100,4.06E+14
34.09091,108,1.3332,100,3.18E+14
34.11349,31.44199,1.3332,100,1.07E+16
34.3514,4.248538,1.3332,100,1.47E+15
34.48354,101.8459,1.3332,100,2.72E+15
36.68508,10.17814,1.3332,100,3.7E+15
37.14736,83.86889,1.3332,100,9.23E+15
37.71785,97.49946,1.3332,100,4.41E+15
37.97511,69.4508,1.3332,100,1.28E+16
38.2409,37.63506,1.3332,100,1.21E+16
38.29623,24.78905,1.3332,100,8.73E+15
38.68941,63.82718,1.3332,100,1.35E+16
39.00511,57.27347,1.3332,100,1.4E+16
39.18342,50.73129,1.3332,100,1.39E+16
39.76356,43.81558,1.3332,100,1.32E+16
39.95628,103.8108,1.3332,100,1.92E+15
39.99265,6.463279,1.3332,100,2.28E+15
40.07143,0,1.3332,100,7.25E+13
40.07143,0.27449,1.3332,100,1.13E+14
40.07143,0.658776,1.3332,100,1.92E+14
40.07143,1.196776,1.3332,100,3.38E+14
40.07143,1.949976,1.3332,100,5.9E+14
40.07143,3.004456,1.3332,100,9.74E+14
40.08724,15.29404,1.3332,100,5.54E+15
40.73567,92.28081,1.3332,100,6.33E+15
40.90909,104.9807,1.3332,100,1.45E+15
40.90909,106.0404,1.3332,100,1.03E+15
40.90909,106.7973,1.3332,100,7.39E+14
40.90909,107.338,1.3332,100,5.39E+14
40.90909,107.7242,1.3332,100,4.03E+14
40.90909,108,1.3332,100,3.16E+14
40.98122,4.370772,1.3332,100,1.49E+15
41.19193,74.13271,1.3332,100,1.18E+16
41.83084,101,1.3332,100,2.89E+15
41.95397,33.20244,1.3332,100,1.1E+16
43.52654,83.45675,1.3332,100,9.24E+15
43.56078,9.68529,1.3332,100,3.47E+15
43.68294,38.0522,1.3332,100,1.21E+16
44.31187,68.03966,1.3332,100,1.29E+16
44.52362,54.10729,1.3332,100,1.38E+16
44.61049,97.20785,1.3332,100,4.46E+15
44.78231,24.86867,1.3332,100,8.64E+15
45.04771,48.4094,1.3332,100,1.35E+16
45.21675,60.52889,1.3332,100,1.36E+16
46.72078,103.8375,1.3332,100,1.88E+15
46.75,0,1.3332,100,7.31E+13
46.75,0.275006,1.3332,100,1.14E+14
46.75,0.660014,1.3332,100,1.92E+14
46.75,1.199025,1.3332,100,3.35E+14
46.75,1.953641,1.3332,100,5.82E+14
46.75,3.010104,1.3332,100,9.59E+14
46.80246,6.633297,1.3332,100,2.3E+15
46.91247,74.21119,1.3332,100,1.16E+16
47.05138,15.49051,1.3332,100,5.5E+15
47.17697,42.85982,1.3332,100,1.28E+16
47.48159,90.67734,1.3332,100,6.8E+15
47.53797,4.478657,1.3332,100,1.5E+15
47.58065,32.7466,1.3332,100,1.08E+16
47.72727,104.9728,1.3332,100,1.44E+15
47.72727,106.0353,1.3332,100,1.02E+15
47.72727,106.7942,1.3332,100,7.32E+14
47.72727,107.3362,1.3332,100,5.35E+14
47.72727,107.7234,1.3332,100,4E+14
47.72727,108,1.3332,100,3.14E+14
48.67105,101.0918,1.3332,100,2.95E+15
48.96714,56.03569,1.3332,100,1.37E+16
49.50003,64.43954,1.3332,100,1.31E+16
49.72159,51.6642,1.3332,100,1.35E+16
50.02741,37.9395,1.3332,100,1.18E+16
50.09256,47.02136,1.3332,100,1.32E+16
50.22143,10.52014,1.3332,100,3.69E+15
50.45273,83.54061,1.3332,100,9.07E+15
50.52422,24.9357,1.3332,100,8.53E+15
50.896,69.26933,1.3332,100,1.24E+16
51.2949,96.94342,1.3332,100,4.48E+15
51.6445,60.05754,1.3332,100,1.34E+16
53.19634,43.16052,1.3332,100,1.26E+16
53.42857,0,1.3332,100,7.38E+13
53.42857,0.275043,1.3332,100,1.14E+14
53.42857,0.660104,1.3332,100,1.91E+14
53.42857,1.199188,1.3332,100,3.32E+14
53.42857,1.953907,1.3332,100,5.76E+14
53.42857,3.010513,1.3332,100,9.47E+14
53.4462,6.681818,1.3332,100,2.28E+15
53.57861,16.92985,1.3332,100,5.87E+15
53.61119,103.7391,1.3332,100,1.89E+15
53.61556,75.19084,1.3332,100,1.12E+16
53.84619,55.00544,1.3332,100,1.35E+16
53.86581,31.82397,1.3332,100,1.03E+16
54.26924,90.63461,1.3332,100,6.7E+15
54.42669,4.504054,1.3332,100,1.48E+15
54.46638,101.2516,1.3332,100,2.84E+15
54.54545,104.9699,1.3332,100,1.42E+15
54.54545,106.0334,1.3332,100,1.01E+15
54.54545,106.793,1.3332,100,7.22E+14
54.54545,107.3356,1.3332,100,5.28E+14
54.54545,107.7232,1.3332,100,3.95E+14
54.54545,108,1.3332,100,3.1E+14
54.7272,64.7186,1.3332,100,1.29E+16
55.36436,49.15147,1.3332,100,1.32E+16
56.60344,37.91546,1.3332,100,1.16E+16
56.80362,10.84329,1.3332,100,3.72E+15
56.80684,23.50594,1.3332,100,7.91E+15
57.57197,82.29141,1.3332,100,9.25E+15
57.57601,69.60789,1.3332,100,1.21E+16
57.60967,59.61533,1.3332,100,1.32E+16
57.84731,97.04228,1.3332,100,4.38E+15
59.6774,43.31699,1.3332,100,1.23E+16
59.78642,31.22274,1.3332,100,9.96E+15
60.06416,16.28352,1.3332,100,5.53E+15
60.10714,0,1.3332,100,7.44E+13
60.10714,0.274816,1.3332,100,1.14E+14
60.10714,0.659558,1.3332,100,1.9E+14
60.10714,1.198198,1.3332,100,3.27E+14
60.10714,1.952293,1.3332,100,5.63E+14
60.10714,3.008026,1.3332,100,9.23E+14
60.11247,6.908363,1.3332,100,2.3E+15
60.17886,54.28018,1.3332,100,1.32E+16
60.57275,103.4208,1.3332,100,1.97E+15
60.83154,91.38852,1.3332,100,6.33E+15
60.98319,4.584779,1.3332,100,1.48E+15
61.10972,64.48303,1.3332,100,1.27E+16
61.34135,75.47053,1.3332,100,1.09E+16
61.36364,104.9672,1.3332,100,1.39E+15
61.36364,106.0316,1.3332,100,9.87E+14
61.36364,106.7919,1.3332,100,7.08E+14
61.36364,107.335,1.3332,100,5.18E+14
61.36364,107.7229,1.3332,100,3.88E+14
61.36364,108,1.3332,100,3.05E+14
61.40279,101.1214,1.3332,100,2.83E+15
63.06807,48.64569,1.3332,100,1.28E+16
63.09484,22.1783,1.3332,100,7.33E+15
63.27471,37.88827,1.3332,100,1.13E+16
63.44406,10.37031,1.3332,100,3.48E+15
64.10031,59.31408,1.3332,100,1.29E+16
64.2851,85.24349,1.3332,100,8.19E+15
64.46416,69.68966,1.3332,100,1.18E+16
64.71379,97.38458,1.3332,100,4.16E+15
66.60394,43.15038,1.3332,100,1.2E+16
66.74154,31.13305,1.3332,100,9.65E+15
66.76607,15.46432,1.3332,100,5.12E+15
66.78009,6.947241,1.3332,100,2.26E+15
66.78571,0,1.3332,100,7.5E+13
66.78571,0.274582,1.3332,100,1.14E+14
66.78571,0.658998,1.3332,100,1.88E+14
66.78571,1.197179,1.3332,100,3.22E+14
66.78571,1.950634,1.3332,100,5.52E+14
66.78571,3.00547,1.3332,100,9.02E+14
67.08457,53.94909,1.3332,100,1.28E+16
67.27836,103.3972,1.3332,100,1.93E+15
67.64507,4.575852,1.3332,100,1.44E+15
67.73432,64.43236,1.3332,100,1.23E+16
67.93103,76.44319,1.3332,100,1.04E+16
68.05368,92.58778,1.3332,100,5.75E+15
68.18182,104.966,1.3332,100,1.35E+15
68.18182,106.0308,1.3332,100,9.64E+14
68.18182,106.7915,1.3332,100,6.91E+14
68.18182,107.3347,1.3332,100,5.06E+14
68.18182,107.7228,1.3332,100,3.8E+14
68.18182,108,1.3332,100,2.99E+14
68.2115,100.9792,1.3332,100,2.81E+15
70.02889,37.8257,1.3332,100,1.09E+16
70.09504,10.30192,1.3332,100,3.35E+15
70.27738,48.51512,1.3332,100,1.23E+16
70.39818,21.96555,1.3332,100,7.03E+15
70.87035,59.14028,1.3332,100,1.25E+16
71.28005,69.66259,1.3332,100,1.15E+16
71.4046,85.62153,1.3332,100,7.84E+15
71.54321,96.97953,1.3332,100,4.18E+15
73.45407,6.802464,1.3332,100,2.14E+15
73.46115,31.15715,1.3332,100,9.34E+15
73.46429,0,1.3332,100,7.55E+13
73.46429,0.274426,1.3332,100,1.14E+14
73.46429,0.658622,1.3332,100,1.86E+14
73.46429,1.196496,1.3332,100,3.16E+14
73.46429,1.949521,1.3332,100,5.38E+14
73.46429,3.003755,1.3332,100,8.77E+14
73.46491,15.1332,1.3332,100,4.85E+15
73.5727,43.16497,1.3332,100,1.16E+16
73.96795,103.35,1.3332,100,1.89E+15
74.00945,53.80463,1.3332,100,1.24E+16
74.21138,4.495743,1.3332,100,1.37E+15
74.5295,64.34685,1.3332,100,1.2E+16
74.78597,76.21218,1.3332,100,1.01E+16
74.92065,92.38721,1.3332,100,5.64E+15
74.9861,100.961,1.3332,100,2.73E+15
75,104.9657,1.3332,100,1.31E+15
75,106.0307,1.3332,100,9.34E+14
75,106.7913,1.3332,100,6.7E+14
75,107.3347,1.3332,100,4.91E+14
75,107.7228,1.3332,100,3.7E+14
75,108,1.3332,100,2.92E+14
76.77131,10.14317,1.3332,100,3.19E+15
76.87385,37.86612,1.3332,100,1.05E+16
77.0573,22.19543,1.3332,100,6.85E+15
77.21619,48.46418,1.3332,100,1.19E+16
77.71444,59.03776,1.3332,100,1.21E+16
78.11209,69.61372,1.3332,100,1.11E+16
78.37146,97.2658,1.3332,100,3.94E+15
78.38955,85.50211,1.3332,100,7.6E+15
80.10455,15.15117,1.3332,100,4.67E+15
80.12841,6.804246,1.3332,100,2.07E+15
80.14286,0,1.3332,100,7.59E+13
80.14286,0.274342,1.3332,100,1.14E+14
80.14286,0.65842,1.3332,100,1.84E+14
80.14286,1.196129,1.3332,100,3.09E+14
80.14286,1.948923,1.3332,100,5.23E+14
80.14286,3.002833,1.3332,100,8.49E+14
80.20211,31.44334,1.3332,100,9.05E+15
80.43572,43.16639,1.3332,100,1.11E+16
80.88237,53.73399,1.3332,100,1.19E+16
80.90998,103.4421,1.3332,100,1.8E+15
81.12268,4.53054,1.3332,100,1.33E+15
81.35979,64.2829,1.3332,100,1.15E+16
81.49495,76.26536,1.3332,100,9.71E+15
81.75994,92.57738,1.3332,100,5.37E+15
81.80679,101.1153,1.3332,100,2.58E+15
81.81818,104.9657,1.3332,100,1.26E+15
81.81818,106.0306,1.3332,100,9.01E+14
81.81818,106.7913,1.3332,100,6.47E+14
81.81818,107.3347,1.3332,100,4.75E+14
81.81818,107.7228,1.3332,100,3.58E+14
81.81818,108,1.3332,100,2.83E+14
83.45395,10.2171,1.3332,100,3.08E+15
83.50507,22.29087,1.3332,100,6.61E+15
83.6559,37.88665,1.3332,100,1.01E+16
84.06542,48.43779,1.3332,100,1.14E+16
84.55216,58.9805,1.3332,100,1.16E+16
84.94191,69.57791,1.3332,100,1.06E+16
85.09002,85.52735,1.3332,100,7.3E+15
85.1995,97.70456,1.3332,100,3.65E+15
86.78878,15.24848,1.3332,100,4.5E+15
86.80665,6.874729,1.3332,100,2E+15
86.82143,0,1.3332,100,7.62E+13
86.82143,0.274301,1.3332,100,1.13E+14
86.82143,0.658322,1.3332,100,1.81E+14
86.82143,1.195952,1.3332,100,3.01E+14
86.82143,1.948634,1.3332,100,5.05E+14
86.82143,3.002389,1.3332,100,8.15E+14
87.10434,31.30191,1.3332,100,8.61E+15
87.234,43.16854,1.3332,100,1.06E+16
87.68879,4.505743,1.3332,100,1.27E+15
87.71383,53.69689,1.3332,100,1.14E+16
87.83803,103.4478,1.3332,100,1.72E+15
88.18239,64.24619,1.3332,100,1.1E+16
88.32147,76.11774,1.3332,100,9.32E+15
88.55958,92.71814,1.3332,100,5.11E+15
88.62746,101.1279,1.3332,100,2.46E+15
88.63636,104.9656,1.3332,100,1.21E+15
88.63636,106.0306,1.3332,100,8.62E+14
88.63636,106.7913,1.3332,100,6.19E+14
88.63636,107.3347,1.3332,100,4.55E+14
88.63636,107.7228,1.3332,100,3.43E+14
88.63636,108,1.3332,100,2.72E+14
90.12203,22.11685,1.3332,100,6.26E+15
90.12345,10.27458,1.3332,100,2.96E+15
90.40605,37.89982,1.3332,100,9.64E+15
90.8689,48.42273,1.3332,100,1.09E+16
91.3699,58.94941,1.3332,100,1.1E+16
91.76368,69.55717,1.3332,100,1.01E+16
91.95009,85.40667,1.3332,100,6.99E+15
92.02514,97.71565,1.3332,100,3.47E+15
93.45887,15.329,1.3332,100,4.31E+15
93.48067,6.75229,1.3332,100,1.87E+15
93.5,0,1.3332,100,7.64E+13
93.5,0.274274,1.3332,100,1.12E+14
93.5,0.658257,1.3332,100,1.77E+14
93.5,1.195834,1.3332,100,2.92E+14
93.5,1.948442,1.3332,100,4.86E+14
93.5,3.002092,1.3332,100,7.82E+14
93.67682,31.19033,1.3332,100,8.17E+15
94.00009,43.16769,1.3332,100,1.01E+16
94.35358,4.460354,1.3332,100,1.2E+15
94.51809,53.67499,1.3332,100,1.08E+16
94.55257,103.4015,1.3332,100,1.65E+15
94.99462,64.22571,1.3332,100,1.04E+16
95.38125,92.63284,1.3332,100,4.88E+15
95.39914,76.28936,1.3332,100,8.8E+15
95.44747,101.0338,1.3332,100,2.37E+15
95.45453,104.9655,1.3332,100,1.15E+15
95.45453,106.0306,1.3332,100,8.19E+14
95.45454,106.7913,1.3332,100,5.88E+14
95.45454,107.3346,1.3332,100,4.32E+14
95.45454,107.7228,1.3332,100,3.27E+14
95.45455,108,1.3332,100,2.59E+14
96.82119,10.16141,1.3332,100,2.78E+15
96.9795,21.96964,1.3332,100,5.89E+15
97.14129,37.90257,1.3332,100,9.13E+15
97.64949,48.40878,1.3332,100,1.03E+16
98.17383,58.93018,1.3332,100,1.05E+16
98.58068,69.54228,1.3332,100,9.6E+15
98.65397,85.6525,1.3332,100,6.57E+15
98.84108,97.56848,1.3332,100,3.33E+15
100.1622,6.776047,1.3332,100,1.78E+15
100.1744,15.00669,1.3332,100,3.99E+15
100.1786,0,1.3332,100,7.65E+13
100.1786,0.274237,1.3332,100,1.11E+14
100.1786,0.65817,1.3332,100,1.73E+14
100.1786,1.195675,1.3332,100,2.82E+14
100.1786,1.948183,1.3332,100,4.64E+14
100.1786,3.001693,1.3332,100,7.42E+14
100.1799,31.22428,1.3332,100,7.74E+15
100.7538,43.15683,1.3332,100,9.53E+15
100.9356,4.518488,1.3332,100,1.15E+15
101.2439,103.3595,1.3332,100,1.57E+15
101.3117,53.65575,1.3332,100,1.02E+16
101.8054,64.20937,1.3332,100,9.85E+15
102.0653,76.33989,1.3332,100,8.3E+15
102.2041,92.53579,1.3332,100,4.63E+15
102.2661,100.9881,1.3332,100,2.25E+15
102.2726,104.9655,1.3332,100,1.08E+15
102.2727,106.0305,1.3332,100,7.71E+14
102.2727,106.7912,1.3332,100,5.54E+14
102.2727,107.3346,1.3332,100,4.07E+14
102.2727,107.7228,1.3332,100,3.09E+14
102.2727,108,1.3332,100,2.45E+14
103.501,10.10177,1.3332,100,2.61E+15
103.7921,22.22048,1.3332,100,5.6E+15
103.8716,37.89023,1.3332,100,8.59E+15
104.4212,48.3894,1.3332,100,9.66E+15
104.976,58.913,1.3332,100,9.81E+15
105.3998,69.5285,1.3332,100,9.02E+15
105.5558,85.48443,1.3332,100,6.2E+15
105.6655,97.55442,1.3332,100,3.14E+15
106.8475,6.795263,1.3332,100,1.68E+15
106.8571,0,1.3332,100,7.63E+13
106.8571,0.274178,1.3332,100,1.09E+14
106.8571,0.658028,1.3332,100,1.69E+14
106.8571,1.195418,1.3332,100,2.71E+14
106.8571,1.947763,1.3332,100,4.43E+14
106.8571,3.001047,1.3332,100,7.04E+14
106.8807,15.04521,1.3332,100,3.75E+15
107.1935,31.26941,1.3332,100,7.24E+15
107.5064,43.13148,1.3332,100,8.92E+15
107.8399,4.526613,1.3332,100,1.09E+15
108.106,53.63381,1.3332,100,9.52E+15
108.1895,103.3734,1.3332,100,1.46E+15
108.625,64.19189,1.3332,100,9.21E+15
109.0015,76.23812,1.3332,100,7.77E+15
109.025,92.52898,1.3332,100,4.33E+15
109.0843,101.0168,1.3332,100,2.1E+15
109.0905,104.9654,1.3332,100,1.01E+15
109.0906,106.0304,1.3332,100,7.2E+14
109.0907,106.7912,1.3332,100,5.17E+14
109.0908,107.3346,1.3332,100,3.81E+14
109.0909,107.7228,1.3332,100,2.89E+14
109.0909,108,1.3332,100,2.3E+14
110.1857,10.12006,1.3332,100,2.45E+15
110.4782,22.15583,1.3332,100,5.22E+15
110.6013,37.86086,1.3332,100,8.02E+15
111.1985,48.35827,1.3332,100,9E+15
111.7951,58.89098,1.3332,100,9.15E+15
112.2283,69.51423,1.3332,100,8.4E+15
112.4694,85.60613,1.3332,100,5.75E+15
112.4847,97.57882,1.3332,100,2.91E+15
113.5282,6.79729,1.3332,100,1.57E+15
113.5357,0,1.3332,100,7.6E+13
113.5357,0.274093,1.3332,100,1.07E+14
113.5357,0.657823,1.3332,100,1.63E+14
113.5357,1.195045,1.3332,100,2.59E+14
113.5357,1.947156,1.3332,100,4.19E+14
113.5357,3.000111,1.3332,100,6.61E+14
113.5753,15.09043,1.3332,100,3.51E+15
114.1007,31.15122,1.3332,100,6.71E+15
114.2599,43.0907,1.3332,100,8.29E+15
114.4117,4.5378,1.3332,100,1.02E+15
114.9198,53.60503,1.3332,100,8.84E+15
115.1166,103.3933,1.3332,100,1.35E+15
115.4654,64.17286,1.3332,100,8.55E+15
115.5256,76.28432,1.3332,100,7.22E+15
115.8463,92.61903,1.3332,100,4E+15
115.9029,101.0752,1.3332,100,1.93E+15
115.9077,104.9653,1.3332,100,9.36E+14
115.9082,106.0304,1.3332,100,6.66E+14
115.9085,106.7912,1.3332,100,4.78E+14
115.9088,107.3346,1.3332,100,3.52E+14
115.909,107.7227,1.3332,100,2.68E+14
115.9091,108,1.3332,100,2.13E+14
116.868,10.19059,1.3332,100,2.29E+15
117.2548,22.04711,1.3332,100,4.82E+15
117.3256,37.816,1.3332,100,7.42E+15
117.9825,48.31233,1.3332,100,8.33E+15
118.6503,58.86488,1.3332,100,8.45E+15
118.9957,85.38348,1.3332,100,5.38E+15
119.0746,69.50233,1.3332,100,7.76E+15
119.3043,97.68189,1.3332,100,2.67E+15
120.205,6.868007,1.3332,100,1.47E+15
120.2143,0,1.3332,100,7.54E+13
120.2143,0.273988,1.3332,100,1.05E+14
120.2143,0.65757,1.3332,100,1.57E+14
120.2143,1.194586,1.3332,100,2.46E+14
120.2143,1.946407,1.3332,100,3.94E+14
120.2143,2.998958,1.3332,100,6.18E+14
120.2293,15.5066,1.3332,100,3.34E+15
120.5277,31.11763,1.3332,100,6.21E+15
121.0011,43.03583,1.3332,100,7.65E+15
121.0813,4.561276,1.3332,100,9.53E+14
121.784,53.5757,1.3332,100,8.14E+15
121.8274,103.3966,1.3332,100,1.24E+15
122.3433,64.15496,1.3332,100,7.86E+15
122.5312,76.08896,1.3332,100,6.66E+15
122.6674,92.70121,1.3332,100,3.66E+15
122.721,101.0828,1.3332,100,1.77E+15
122.7233,104.9653,1.3332,100,8.6E+14
122.7247,106.0304,1.3332,100,6.11E+14
122.7257,106.7912,1.3332,100,4.39E+14
122.7264,107.3346,1.3332,100,3.23E+14
122.7269,107.7227,1.3332,100,2.46E+14
122.7273,108,1.3332,100,1.97E+14
123.5368,10.21591,1.3332,100,2.12E+15
123.5375,22.39048,1.3332,100,4.53E+15
124.0243,37.76116,1.3332,100,6.83E+15
124.8084,48.2814,1.3332,100,7.64E+15
125.5764,58.84012,1.3332,100,7.73E+15
125.8637,85.48156,1.3332,100,4.91E+15
125.946,69.49456,1.3332,100,7.1E+15
126.1234,97.69641,1.3332,100,2.44E+15
