% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:04",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=100 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=200 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=300 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=400 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=500 W
128.7637707,53.56053789,1.34E+17,2.75E+17,4.13E+17,5.50E+17,6.85E+17
124.8084359,48.28139614,1.36E+17,2.77E+17,4.16E+17,5.53E+17,6.89E+17
121.0010635,43.03583358,1.34E+17,2.72E+17,4.07E+17,5.41E+17,6.74E+17
117.3256017,37.81600407,1.28E+17,2.59E+17,3.88E+17,5.15E+17,6.41E+17
114.1006846,31.15121819,1.14E+17,2.30E+17,3.44E+17,4.57E+17,5.69E+17
94.3535766,4.460354082,1.91E+16,3.88E+16,5.83E+16,7.76E+16,9.69E+16
93.5,3.002092316,1.25E+16,2.57E+16,3.88E+16,5.18E+16,6.47E+16
100.1621612,6.776046917,2.86E+16,5.79E+16,8.69E+16,1.16E+17,1.44E+17
103.5010361,10.10177156,4.21E+16,8.52E+16,1.28E+17,1.70E+17,2.12E+17
106.880694,15.04521222,6.14E+16,1.24E+17,1.86E+17,2.47E+17,3.08E+17
110.4781732,22.15583368,8.68E+16,1.75E+17,2.63E+17,3.49E+17,4.35E+17
143.1679111,100.9403709,2.27E+16,4.92E+16,7.60E+16,1.03E+17,1.30E+17
142.3858087,103.3508081,1.50E+16,3.28E+16,5.07E+16,6.87E+16,8.67E+16
136.3430871,104.9651368,1.06E+16,2.31E+16,3.57E+16,4.84E+16,6.10E+16
139.4178575,85.53105174,7.31E+16,1.56E+17,2.39E+17,3.22E+17,4.05E+17
136.0714063,76.20605762,1.01E+17,2.12E+17,3.23E+17,4.33E+17,5.42E+17
132.8383115,69.48503678,1.18E+17,2.46E+17,3.72E+17,4.97E+17,6.21E+17
129.2759673,64.13468611,1.30E+17,2.68E+17,4.04E+17,5.39E+17,6.72E+17
139.7574153,97.5011859,3.54E+16,7.62E+16,1.17E+17,1.59E+17,2.00E+17
136.3298679,92.55382485,5.41E+16,1.16E+17,1.77E+17,2.39E+17,3.00E+17
125.5764132,58.84011706,1.39E+17,2.84E+17,4.27E+17,5.68E+17,7.08E+17
121.7840316,53.57569749,1.44E+17,2.93E+17,4.39E+17,5.83E+17,7.26E+17
117.9824799,48.31233465,1.45E+17,2.94E+17,4.39E+17,5.83E+17,7.26E+17
114.2599098,43.09069604,1.42E+17,2.87E+17,4.29E+17,5.68E+17,7.07E+17
87.68879245,4.505742863,1.99E+16,4.02E+16,6.03E+16,8.03E+16,1.00E+17
86.82142857,3.002388845,1.29E+16,2.63E+16,3.97E+16,5.29E+16,6.61E+16
110.6012586,37.86085757,1.36E+17,2.72E+17,4.06E+17,5.39E+17,6.70E+17
107.1934742,31.26941055,1.21E+17,2.42E+17,3.61E+17,4.78E+17,5.95E+17
93.48066539,6.752290446,2.96E+16,5.96E+16,8.93E+16,1.19E+17,1.48E+17
96.82118545,10.16140608,4.42E+16,8.88E+16,1.33E+17,1.77E+17,2.20E+17
100.1744233,15.00668868,6.41E+16,1.29E+17,1.92E+17,2.56E+17,3.18E+17
103.7920592,22.2204789,9.14E+16,1.83E+17,2.74E+17,3.64E+17,4.53E+17
136.3536154,101.0063775,2.48E+16,5.32E+16,8.19E+16,1.11E+17,1.39E+17
135.470432,103.3676687,1.66E+16,3.57E+16,5.50E+16,7.42E+16,9.35E+16
129.535861,104.9652245,1.16E+16,2.50E+16,3.84E+16,5.19E+16,6.53E+16
132.5648131,85.7171201,7.96E+16,1.68E+17,2.56E+17,3.44E+17,4.32E+17
129.4266768,76.35138872,1.09E+17,2.28E+17,3.45E+17,4.61E+17,5.76E+17
125.946023,69.49455738,1.28E+17,2.64E+17,3.97E+17,5.29E+17,6.60E+17
122.3433319,64.1549558,1.40E+17,2.86E+17,4.30E+17,5.71E+17,7.12E+17
132.9325961,97.60829655,3.85E+16,8.19E+16,1.26E+17,1.69E+17,2.13E+17
129.4876379,92.72705241,5.84E+16,1.23E+17,1.88E+17,2.53E+17,3.18E+17
118.6502977,58.86487641,1.49E+17,3.02E+17,4.51E+17,5.99E+17,7.46E+17
114.9198432,53.60503135,1.53E+17,3.09E+17,4.62E+17,6.12E+17,7.62E+17
81.12268116,4.530539603,2.06E+16,4.15E+16,6.21E+16,8.25E+16,1.03E+17
80.14285714,3.002833134,1.33E+16,2.70E+16,4.06E+16,5.41E+16,6.75E+16
111.1984563,48.35826957,1.54E+17,3.09E+17,4.60E+17,6.10E+17,7.58E+17
107.5063581,43.13147909,1.50E+17,3.01E+17,4.47E+17,5.92E+17,7.36E+17
86.80665385,6.87472935,3.11E+16,6.24E+16,9.32E+16,1.24E+17,1.54E+17
103.8715546,37.89022654,1.42E+17,2.84E+17,4.23E+17,5.60E+17,6.95E+17
100.1799349,31.22428158,1.26E+17,2.51E+17,3.74E+17,4.95E+17,6.16E+17
90.12344821,10.2745842,4.63E+16,9.25E+16,1.38E+17,1.83E+17,2.28E+17
93.45887366,15.32900062,6.80E+16,1.36E+17,2.02E+17,2.69E+17,3.34E+17
96.97949878,21.96963733,9.44E+16,1.88E+17,2.80E+17,3.72E+17,4.62E+17
74.21137952,4.495743195,2.09E+16,4.19E+16,6.26E+16,8.31E+16,1.04E+17
73.46428571,3.003754703,1.36E+16,2.75E+16,4.12E+16,5.49E+16,6.85E+16
129.5380092,101.033644,2.69E+16,5.73E+16,8.77E+16,1.18E+17,1.48E+17
128.5294375,103.3795218,1.80E+16,3.84E+16,5.89E+16,7.94E+16,9.98E+16
122.7232813,104.965273,1.26E+16,2.67E+16,4.08E+16,5.50E+16,6.91E+16
125.863718,85.48155524,8.69E+16,1.82E+17,2.76E+17,3.69E+17,4.62E+17
122.5312271,76.08895583,1.18E+17,2.44E+17,3.68E+17,4.91E+17,6.13E+17
119.0745806,69.50233345,1.37E+17,2.80E+17,4.20E+17,5.58E+17,6.96E+17
115.4653951,64.17285557,1.49E+17,3.02E+17,4.52E+17,6.00E+17,7.47E+17
126.1233866,97.69640586,4.13E+16,8.72E+16,1.33E+17,1.79E+17,2.24E+17
122.6673513,92.70120713,6.30E+16,1.32E+17,2.00E+17,2.69E+17,3.37E+17
111.7950709,58.89098389,1.58E+17,3.17E+17,4.73E+17,6.27E+17,7.79E+17
108.1059985,53.63381417,1.62E+17,3.24E+17,4.82E+17,6.38E+17,7.93E+17
80.12840584,6.804246336,3.17E+16,6.32E+16,9.43E+16,1.25E+17,1.56E+17
104.4211834,48.38939675,1.62E+17,3.22E+17,4.79E+17,6.33E+17,7.87E+17
100.7537745,43.15682596,1.57E+17,3.12E+17,4.64E+17,6.13E+17,7.61E+17
83.45395153,10.21710069,4.74E+16,9.44E+16,1.41E+17,1.86E+17,2.32E+17
97.14129,37.90257005,1.49E+17,2.94E+17,4.37E+17,5.77E+17,7.17E+17
93.67682494,31.19032673,1.31E+17,2.59E+17,3.85E+17,5.09E+17,6.32E+17
86.78878199,15.24848128,6.99E+16,1.39E+17,2.07E+17,2.74E+17,3.40E+17
90.1220312,22.11685168,9.85E+16,1.95E+17,2.90E+17,3.84E+17,4.78E+17
67.64506664,4.575852131,2.17E+16,4.32E+16,6.45E+16,8.56E+16,1.07E+17
66.78571429,3.005469508,1.38E+16,2.78E+16,4.17E+16,5.55E+16,6.92E+16
73.45406805,6.802464109,3.23E+16,6.42E+16,9.57E+16,1.27E+17,1.58E+17
122.721044,101.0827903,2.88E+16,6.06E+16,9.25E+16,1.24E+17,1.56E+17
121.8273805,103.396612,1.93E+16,4.08E+16,6.22E+16,8.36E+16,1.05E+17
115.907651,104.9653176,1.34E+16,2.82E+16,4.29E+16,5.76E+16,7.23E+16
118.99574,85.38347534,9.35E+16,1.93E+17,2.92E+17,3.91E+17,4.88E+17
115.5256336,76.28432499,1.26E+17,2.57E+17,3.86E+17,5.14E+17,6.41E+17
112.2283111,69.51423305,1.45E+17,2.94E+17,4.40E+17,5.84E+17,7.26E+17
108.6249602,64.19188908,1.58E+17,3.16E+17,4.72E+17,6.25E+17,7.77E+17
119.3043215,97.6818878,4.44E+16,9.26E+16,1.41E+17,1.89E+17,2.37E+17
115.8463157,92.61903195,6.75E+16,1.40E+17,2.12E+17,2.83E+17,3.54E+17
104.9759982,58.91300478,1.66E+17,3.31E+17,4.92E+17,6.51E+17,8.08E+17
101.3116671,53.65575489,1.69E+17,3.36E+17,4.99E+17,6.60E+17,8.19E+17
76.77131271,10.14316951,4.83E+16,9.56E+16,1.42E+17,1.88E+17,2.34E+17
97.64948597,48.40878364,1.69E+17,3.34E+17,4.95E+17,6.53E+17,8.11E+17
94.00008776,43.16769029,1.63E+17,3.22E+17,4.78E+17,6.31E+17,7.82E+17
80.10454612,15.15116751,7.13E+16,1.41E+17,2.10E+17,2.77E+17,3.45E+17
90.40605491,37.89982246,1.54E+17,3.03E+17,4.49E+17,5.92E+17,7.35E+17
87.10433696,31.30191336,1.35E+17,2.67E+17,3.95E+17,5.22E+17,6.48E+17
83.50507366,22.29087389,1.02E+17,2.02E+17,2.99E+17,3.96E+17,4.91E+17
60.98319463,4.584778501,2.20E+16,4.38E+16,6.53E+16,8.66E+16,1.08E+17
60.10714286,3.008026309,1.40E+16,2.81E+16,4.21E+16,5.59E+16,6.97E+16
66.7800854,6.947241476,3.37E+16,6.66E+16,9.90E+16,1.31E+17,1.63E+17
70.09503997,10.30191607,5.00E+16,9.86E+16,1.46E+17,1.94E+17,2.41E+17
54.42668768,4.504054399,2.19E+16,4.34E+16,6.47E+16,8.57E+16,1.07E+17
53.42857143,3.010512848,1.42E+16,2.84E+16,4.25E+16,5.65E+16,7.05E+16
115.9028852,101.07517,3.08E+16,6.41E+16,9.73E+16,1.30E+17,1.63E+17
115.1166463,103.39331,2.06E+16,4.30E+16,6.53E+16,8.76E+16,1.10E+17
109.0904763,104.9653767,1.42E+16,2.95E+16,4.48E+16,6.00E+16,7.51E+16
112.4693997,85.60613408,9.80E+16,2.01E+17,3.03E+17,4.04E+17,5.04E+17
109.0015356,76.23811573,1.33E+17,2.69E+17,4.03E+17,5.35E+17,6.66E+17
105.3997607,69.52849637,1.53E+17,3.06E+17,4.57E+17,6.05E+17,7.53E+17
101.8054485,64.20936916,1.65E+17,3.29E+17,4.88E+17,6.46E+17,8.02E+17
112.4847023,97.57882326,4.75E+16,9.83E+16,1.49E+17,1.99E+17,2.49E+17
109.025003,92.52898467,7.16E+16,1.47E+17,2.22E+17,2.96E+17,3.70E+17
98.17383076,58.93017645,1.73E+17,3.42E+17,5.07E+17,6.71E+17,8.32E+17
94.51809345,53.67498984,1.76E+17,3.47E+17,5.14E+17,6.79E+17,8.42E+17
73.4649091,15.13319641,7.29E+16,1.43E+17,2.13E+17,2.81E+17,3.50E+17
90.86890334,48.42273134,1.74E+17,3.43E+17,5.08E+17,6.70E+17,8.31E+17
87.23400238,43.16854148,1.69E+17,3.31E+17,4.89E+17,6.45E+17,8.00E+17
77.05729929,22.19542994,1.04E+17,2.05E+17,3.03E+17,4.00E+17,4.97E+17
83.65590015,37.88664921,1.58E+17,3.10E+17,4.58E+17,6.04E+17,7.49E+17
80.20210719,31.44334166,1.40E+17,2.74E+17,4.05E+17,5.34E+17,6.62E+17
60.11246595,6.908363248,3.39E+16,6.68E+16,9.92E+16,1.31E+17,1.63E+17
63.44406218,10.3703127,5.11E+16,1.00E+17,1.49E+17,1.97E+17,2.45E+17
66.7660673,15.46432013,7.57E+16,1.48E+17,2.20E+17,2.91E+17,3.61E+17
47.53797376,4.478657142,2.19E+16,4.34E+16,6.45E+16,8.55E+16,1.06E+17
46.75,3.010103909,1.43E+16,2.85E+16,4.26E+16,5.66E+16,7.05E+16
53.44620422,6.681818489,3.31E+16,6.51E+16,9.66E+16,1.28E+17,1.59E+17
40.9812225,4.370771601,2.16E+16,4.26E+16,6.34E+16,8.39E+16,1.04E+17
40.07142857,3.004456373,1.44E+16,2.87E+16,4.28E+16,5.68E+16,7.08E+16
109.0843426,101.0167668,3.28E+16,6.76E+16,1.02E+17,1.37E+17,1.71E+17
108.1894537,103.3734388,2.18E+16,4.51E+16,6.83E+16,9.14E+16,1.14E+17
102.2726255,104.9654529,1.48E+16,3.06E+16,4.63E+16,6.19E+16,7.74E+16
105.5558209,85.48443464,1.03E+17,2.10E+17,3.16E+17,4.20E+17,5.24E+17
102.0652796,76.33989179,1.39E+17,2.79E+17,4.16E+17,5.51E+17,6.86E+17
98.58068256,69.54227724,1.59E+17,3.17E+17,4.71E+17,6.23E+17,7.74E+17
94.99461791,64.22570602,1.71E+17,3.39E+17,5.02E+17,6.64E+17,8.24E+17
105.6655028,97.55442354,5.00E+16,1.03E+17,1.55E+17,2.07E+17,2.58E+17
102.2041119,92.53578933,7.49E+16,1.52E+17,2.29E+17,3.05E+17,3.81E+17
91.36990426,58.94940551,1.78E+17,3.52E+17,5.21E+17,6.87E+17,8.52E+17
87.71382655,53.69689174,1.81E+17,3.56E+17,5.26E+17,6.94E+17,8.60E+17
70.39817555,21.96555353,1.05E+17,2.06E+17,3.04E+17,4.02E+17,4.99E+17
84.06541966,48.43779021,1.79E+17,3.51E+17,5.18E+17,6.83E+17,8.47E+17
80.4357166,43.16638989,1.73E+17,3.38E+17,4.98E+17,6.57E+17,8.14E+17
73.46114622,31.15715269,1.42E+17,2.76E+17,4.08E+17,5.38E+17,6.67E+17
76.87385396,37.86611977,1.62E+17,3.16E+17,4.66E+17,6.14E+17,7.61E+17
56.80361791,10.84329341,5.40E+16,1.06E+17,1.57E+17,2.07E+17,2.57E+17
60.06415975,16.28352333,8.06E+16,1.58E+17,2.33E+17,3.08E+17,3.82E+17
63.09483866,22.1783002,1.08E+17,2.10E+17,3.10E+17,4.10E+17,5.08E+17
46.80245545,6.633297227,3.31E+16,6.51E+16,9.65E+16,1.28E+17,1.59E+17
50.22142958,10.52013789,5.29E+16,1.03E+17,1.53E+17,2.02E+17,2.51E+17
34.3514048,4.248538037,2.11E+16,4.16E+16,6.18E+16,8.19E+16,1.02E+17
33.39285714,3.013124636,1.45E+16,2.89E+16,4.31E+16,5.73E+16,7.13E+16
39.99264921,6.463278746,3.25E+16,6.37E+16,9.43E+16,1.25E+17,1.55E+17
27.84701587,4.310626435,2.14E+16,4.20E+16,6.25E+16,8.27E+16,1.03E+17
26.71428571,3.001653388,1.44E+16,2.87E+16,4.28E+16,5.68E+16,7.07E+16
102.2660691,100.9881214,3.44E+16,7.05E+16,1.06E+17,1.42E+17,1.77E+17
101.2439021,103.3595155,2.29E+16,4.70E+16,7.08E+16,9.46E+16,1.18E+17
95.45452881,104.9655408,1.54E+16,3.15E+16,4.75E+16,6.34E+16,7.92E+16
98.65397165,85.65249895,1.07E+17,2.16E+17,3.24E+17,4.30E+17,5.36E+17
95.3991446,76.28935995,1.44E+17,2.87E+17,4.27E+17,5.66E+17,7.03E+17
91.76368212,69.55717446,1.64E+17,3.25E+17,4.83E+17,6.38E+17,7.92E+17
88.18239083,64.24619336,1.76E+17,3.47E+17,5.13E+17,6.78E+17,8.40E+17
98.84108334,97.56848166,5.20E+16,1.06E+17,1.59E+17,2.12E+17,2.65E+17
95.38125204,92.63283618,7.72E+16,1.56E+17,2.34E+17,3.11E+17,3.88E+17
84.55215795,58.98049991,1.83E+17,3.59E+17,5.31E+17,7.00E+17,8.68E+17
80.88237365,53.73399465,1.86E+17,3.63E+17,5.35E+17,7.05E+17,8.74E+17
66.74154307,31.13305231,1.44E+17,2.80E+17,4.12E+17,5.44E+17,6.73E+17
77.21618527,48.46417839,1.84E+17,3.57E+17,5.27E+17,6.94E+17,8.59E+17
73.57269683,43.16496716,1.76E+17,3.43E+17,5.05E+17,6.66E+17,8.24E+17
70.02888847,37.82570064,1.65E+17,3.20E+17,4.72E+17,6.21E+17,7.69E+17
53.57860729,16.92985094,8.44E+16,1.64E+17,2.43E+17,3.21E+17,3.98E+17
56.80683847,23.50593941,1.15E+17,2.23E+17,3.29E+17,4.34E+17,5.38E+17
59.78641601,31.22274116,1.46E+17,2.83E+17,4.17E+17,5.49E+17,6.80E+17
43.56078369,9.685289855,4.92E+16,9.60E+16,1.42E+17,1.88E+17,2.33E+17
47.0513781,15.49051462,7.82E+16,1.52E+17,2.25E+17,2.96E+17,3.68E+17
32.71445955,6.330161895,3.20E+16,6.25E+16,9.26E+16,1.22E+17,1.52E+17
36.68507861,10.17813998,5.19E+16,1.01E+17,1.49E+17,1.97E+17,2.45E+17
21.12088286,4.249810813,2.11E+16,4.16E+16,6.18E+16,8.18E+16,1.02E+17
20.03571429,2.930566766,1.41E+16,2.80E+16,4.18E+16,5.54E+16,6.90E+16
27.08901844,6.369789011,3.23E+16,6.31E+16,9.34E+16,1.23E+17,1.53E+17
14.92075556,4.123849469,2.05E+16,4.03E+16,5.98E+16,7.92E+16,9.85E+16
13.35714286,2.862347955,1.38E+16,2.74E+16,4.09E+16,5.43E+16,6.76E+16
95.44746711,101.0338162,3.55E+16,7.20E+16,1.08E+17,1.44E+17,1.80E+17
94.55257197,103.4014678,2.35E+16,4.78E+16,7.19E+16,9.58E+16,1.20E+17
88.63636221,104.9656324,1.58E+16,3.22E+16,4.84E+16,6.45E+16,8.05E+16
91.95009445,85.40666682,1.12E+17,2.24E+17,3.34E+17,4.43E+17,5.52E+17
88.3214691,76.1177373,1.49E+17,2.95E+17,4.38E+17,5.80E+17,7.20E+17
84.94191462,69.57790504,1.69E+17,3.32E+17,4.92E+17,6.49E+17,8.05E+17
81.3597866,64.28289956,1.80E+17,3.53E+17,5.22E+17,6.88E+17,8.53E+17
92.02514319,97.71564731,5.30E+16,1.07E+17,1.61E+17,2.14E+17,2.66E+17
88.55958457,92.71813975,7.91E+16,1.59E+17,2.37E+17,3.15E+17,3.93E+17
77.71444134,59.03776247,1.87E+17,3.65E+17,5.39E+17,7.10E+17,8.79E+17
74.00944704,53.80463405,1.90E+17,3.69E+17,5.43E+17,7.14E+17,8.85E+17
63.27471022,37.88826615,1.67E+17,3.24E+17,4.76E+17,6.27E+17,7.76E+17
70.27738063,48.51511903,1.87E+17,3.62E+17,5.33E+17,7.02E+17,8.69E+17
66.60394408,43.15038036,1.79E+17,3.47E+17,5.11E+17,6.72E+17,8.32E+17
50.52421995,24.93569698,1.22E+17,2.37E+17,3.49E+17,4.60E+17,5.69E+17
53.8658075,31.82396857,1.49E+17,2.89E+17,4.25E+17,5.60E+17,6.93E+17
56.60343845,37.91545533,1.69E+17,3.26E+17,4.79E+17,6.31E+17,7.80E+17
40.08724163,15.29404318,7.80E+16,1.51E+17,2.23E+17,2.94E+17,3.65E+17
44.78231348,24.86867015,1.23E+17,2.37E+17,3.49E+17,4.60E+17,5.69E+17
34.02684296,16.33874721,8.33E+16,1.61E+17,2.38E+17,3.13E+17,3.88E+17
30.18093379,10.37415812,5.30E+16,1.03E+17,1.52E+17,2.01E+17,2.49E+17
23.81730986,9.831308632,5.04E+16,9.80E+16,1.45E+17,1.91E+17,2.37E+17
20.740539,6.310623065,3.20E+16,6.25E+16,9.25E+16,1.22E+17,1.52E+17
14.68469236,5.990412773,3.00E+16,5.87E+16,8.69E+16,1.15E+17,1.43E+17
8.300116187,4.304322671,2.15E+16,4.22E+16,6.27E+16,8.30E+16,1.03E+17
6.678571429,2.828238549,1.34E+16,2.66E+16,3.98E+16,5.28E+16,6.57E+16
88.62745884,101.1279343,3.60E+16,7.27E+16,1.09E+17,1.45E+17,1.81E+17
87.83803089,103.4478157,2.39E+16,4.83E+16,7.25E+16,9.65E+16,1.20E+17
81.81818182,104.9656896,1.62E+16,3.28E+16,4.91E+16,6.54E+16,8.15E+16
85.09002372,85.5273497,1.14E+17,2.27E+17,3.38E+17,4.48E+17,5.57E+17
81.49495308,76.26536008,1.52E+17,2.99E+17,4.44E+17,5.86E+17,7.27E+17
78.11208909,69.613719,1.72E+17,3.37E+17,4.98E+17,6.57E+17,8.14E+17
74.52950157,64.34685001,1.84E+17,3.58E+17,5.28E+17,6.96E+17,8.61E+17
85.19950076,97.70456169,5.45E+16,1.09E+17,1.63E+17,2.17E+17,2.70E+17
81.75994115,92.57737566,8.15E+16,1.63E+17,2.43E+17,3.22E+17,4.00E+17
70.87035043,59.14028477,1.90E+17,3.70E+17,5.45E+17,7.17E+17,8.87E+17
67.08456833,53.9490859,1.92E+17,3.73E+17,5.48E+17,7.21E+17,8.92E+17
59.67740459,43.31698899,1.82E+17,3.51E+17,5.16E+17,6.78E+17,8.39E+17
63.06806855,48.64569405,1.90E+17,3.66E+17,5.38E+17,7.08E+17,8.76E+17
47.58065208,32.74659837,1.54E+17,2.96E+17,4.36E+17,5.73E+17,7.09E+17
50.0274104,37.93949876,1.70E+17,3.28E+17,4.81E+17,6.33E+17,7.83E+17
53.19633537,43.16051848,1.83E+17,3.52E+17,5.17E+17,6.79E+17,8.40E+17
38.29623396,24.7890471,1.23E+17,2.37E+17,3.48E+17,4.58E+17,5.67E+17
41.95397045,33.20243825,1.56E+17,3.00E+17,4.41E+17,5.80E+17,7.17E+17
32.03383482,22.04578619,1.10E+17,2.13E+17,3.13E+17,4.12E+17,5.10E+17
27.13632652,16.9245958,8.67E+16,1.68E+17,2.47E+17,3.25E+17,4.03E+17
21.02780909,14.2985228,7.29E+16,1.41E+17,2.08E+17,2.74E+17,3.40E+17
16.78549587,10.33068056,5.31E+16,1.03E+17,1.52E+17,2.00E+17,2.49E+17
10.08818968,7.991418363,4.07E+16,7.91E+16,1.17E+17,1.54E+17,1.91E+17
81.80678723,101.1152683,3.69E+16,7.40E+16,1.11E+17,1.47E+17,1.83E+17
80.90997537,103.4421137,2.45E+16,4.92E+16,7.36E+16,9.78E+16,1.22E+17
75,104.9657141,1.65E+16,3.31E+16,4.95E+16,6.58E+16,8.19E+16
78.38954993,85.50211392,1.16E+17,2.30E+17,3.42E+17,4.53E+17,5.63E+17
74.78597241,76.21217864,1.55E+17,3.03E+17,4.49E+17,5.92E+17,7.34E+17
71.28004686,69.6625854,1.75E+17,3.41E+17,5.03E+17,6.62E+17,8.20E+17
67.73432165,64.43236214,1.86E+17,3.61E+17,5.32E+17,7.00E+17,8.67E+17
78.37145652,97.26580039,5.78E+16,1.15E+17,1.72E+17,2.28E+17,2.84E+17
74.92065195,92.38720645,8.38E+16,1.66E+17,2.47E+17,3.28E+17,4.08E+17
64.10030999,59.31407839,1.93E+17,3.73E+17,5.48E+17,7.21E+17,8.92E+17
60.17886231,54.2801768,1.95E+17,3.76E+17,5.52E+17,7.25E+17,8.97E+17
55.36436449,49.15147465,1.92E+17,3.70E+17,5.43E+17,7.14E+17,8.83E+17
50.09256168,47.02136349,1.90E+17,3.65E+17,5.36E+17,7.04E+17,8.70E+17
43.68294116,38.05219512,1.71E+17,3.29E+17,4.83E+17,6.35E+17,7.86E+17
47.1769671,42.8598208,1.83E+17,3.52E+17,5.16E+17,6.78E+17,8.38E+17
38.24090168,37.63505961,1.70E+17,3.27E+17,4.80E+17,6.30E+17,7.80E+17
34.11349275,31.44199045,1.50E+17,2.88E+17,4.24E+17,5.57E+17,6.89E+17
27.41037123,25.22001168,1.25E+17,2.40E+17,3.53E+17,4.64E+17,5.75E+17
21.45718387,20.36363595,1.03E+17,1.98E+17,2.91E+17,3.84E+17,4.75E+17
16.20132093,15.6156802,8.02E+16,1.55E+17,2.28E+17,3.01E+17,3.73E+17
10.75704013,12.94774001,6.64E+16,1.28E+17,1.89E+17,2.49E+17,3.09E+17
74.98610215,100.9610184,3.84E+16,7.65E+16,1.14E+17,1.51E+17,1.88E+17
73.96795361,103.3500437,2.54E+16,5.07E+16,7.56E+16,1.00E+17,1.25E+17
68.18181818,104.9659957,1.67E+16,3.33E+16,4.98E+16,6.61E+16,8.23E+16
71.40460423,85.62152777,1.17E+17,2.31E+17,3.43E+17,4.54E+17,5.63E+17
67.93103302,76.44319003,1.56E+17,3.04E+17,4.49E+17,5.92E+17,7.34E+17
64.46415767,69.68966231,1.77E+17,3.43E+17,5.05E+17,6.65E+17,8.23E+17
61.1097157,64.48303256,1.88E+17,3.63E+17,5.34E+17,7.03E+17,8.69E+17
71.54321258,96.97952895,6.02E+16,1.19E+17,1.78E+17,2.36E+17,2.93E+17
68.05367927,92.58777632,8.38E+16,1.65E+17,2.46E+17,3.25E+17,4.04E+17
57.60966825,59.61532601,1.94E+17,3.74E+17,5.49E+17,7.22E+17,8.93E+17
53.84619397,55.00543681,1.96E+17,3.77E+17,5.54E+17,7.27E+17,8.99E+17
49.72158763,51.66420262,1.95E+17,3.75E+17,5.50E+17,7.22E+17,8.93E+17
45.04771307,48.40939696,1.93E+17,3.70E+17,5.42E+17,7.12E+17,8.80E+17
39.76355612,43.81558387,1.86E+17,3.56E+17,5.22E+17,6.86E+17,8.48E+17
33.37268249,40.50885629,1.79E+17,3.43E+17,5.02E+17,6.60E+17,8.15E+17
27.74820127,35.62453367,1.65E+17,3.16E+17,4.63E+17,6.09E+17,7.53E+17
21.89476054,30.40838715,1.46E+17,2.81E+17,4.12E+17,5.41E+17,6.70E+17
16.28425077,25.46052923,1.26E+17,2.42E+17,3.56E+17,4.68E+17,5.79E+17
10.82693674,19.64261275,9.91E+16,1.91E+17,2.81E+17,3.70E+17,4.58E+17
68.21150092,100.9791563,3.87E+16,7.68E+16,1.14E+17,1.52E+17,1.89E+17
67.27836309,103.3972229,2.54E+16,5.05E+16,7.52E+16,9.97E+16,1.24E+17
61.36363636,104.9672186,1.68E+16,3.34E+16,4.98E+16,6.60E+16,8.22E+16
64.2850982,85.24349373,1.20E+17,2.36E+17,3.49E+17,4.61E+17,5.72E+17
61.34134598,75.47053025,1.60E+17,3.12E+17,4.60E+17,6.06E+17,7.51E+17
57.57601103,69.60789064,1.78E+17,3.45E+17,5.07E+17,6.67E+17,8.26E+17
54.72719554,64.71859716,1.88E+17,3.64E+17,5.34E+17,7.02E+17,8.69E+17
64.71379415,97.38457537,5.87E+16,1.16E+17,1.72E+17,2.28E+17,2.83E+17
60.83153811,91.38852059,9.07E+16,1.78E+17,2.64E+17,3.49E+17,4.33E+17
51.64449727,60.05754467,1.94E+17,3.74E+17,5.49E+17,7.21E+17,8.92E+17
48.96713908,56.03568677,1.97E+17,3.78E+17,5.54E+17,7.27E+17,8.99E+17
44.52362093,54.1072889,1.97E+17,3.78E+17,5.54E+17,7.28E+17,8.99E+17
39.18342234,50.73129341,1.96E+17,3.75E+17,5.49E+17,7.21E+17,8.91E+17
33.52204075,47.22066805,1.92E+17,3.67E+17,5.38E+17,7.06E+17,8.73E+17
27.70074578,43.785994,1.87E+17,3.57E+17,5.22E+17,6.85E+17,8.47E+17
22.01794544,40.39400138,1.79E+17,3.42E+17,5.01E+17,6.57E+17,8.12E+17
16.45061064,35.38761098,1.64E+17,3.14E+17,4.60E+17,6.04E+17,7.46E+17
10.8954825,29.35728728,1.42E+17,2.72E+17,4.00E+17,5.25E+17,6.49E+17
61.40278569,101.1213584,3.82E+16,7.55E+16,1.12E+17,1.49E+17,1.85E+17
60.57274875,103.4208417,2.54E+16,5.03E+16,7.48E+16,9.91E+16,1.23E+17
54.54545455,104.9698535,1.69E+16,3.35E+16,4.98E+16,6.60E+16,8.21E+16
57.57197084,82.29141375,1.34E+17,2.62E+17,3.86E+17,5.09E+17,6.31E+17
