% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:04",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=100 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=200 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=300 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=400 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=500 W
53.61555605,75.19083865,1.62E+17,3.14E+17,4.62E+17,6.08E+17,7.53E+17
50.89600468,69.2693307,1.80E+17,3.46E+17,5.09E+17,6.69E+17,8.28E+17
49.5000328,64.43953902,1.89E+17,3.64E+17,5.35E+17,7.03E+17,8.69E+17
57.8473146,97.04228177,6.08E+16,1.19E+17,1.77E+17,2.34E+17,2.91E+17
54.26924349,90.63461118,9.48E+16,1.85E+17,2.74E+17,3.62E+17,4.49E+17
45.21675379,60.5288876,1.95E+17,3.74E+17,5.49E+17,7.21E+17,8.91E+17
39.00510948,57.27346638,1.97E+17,3.78E+17,5.54E+17,7.27E+17,8.98E+17
33.36740217,53.94028378,1.98E+17,3.78E+17,5.53E+17,7.26E+17,8.97E+17
27.74443554,50.54570046,1.96E+17,3.74E+17,5.48E+17,7.19E+17,8.88E+17
22.11012152,47.16043654,1.92E+17,3.67E+17,5.37E+17,7.04E+17,8.70E+17
16.51761143,43.78403129,1.86E+17,3.56E+17,5.21E+17,6.83E+17,8.44E+17
10.99997165,39.30960523,1.76E+17,3.36E+17,4.92E+17,6.45E+17,7.97E+17
54.46638399,101.2516159,3.76E+16,7.40E+16,1.10E+17,1.45E+17,1.81E+17
53.61119469,103.7391175,2.37E+16,4.68E+16,6.95E+16,9.20E+16,1.14E+17
47.72727273,104.9728368,1.69E+16,3.34E+16,4.96E+16,6.57E+16,8.16E+16
50.4527317,83.54061263,1.29E+17,2.51E+17,3.70E+17,4.88E+17,6.05E+17
46.91246864,74.21119221,1.66E+17,3.20E+17,4.71E+17,6.20E+17,7.67E+17
44.3118669,68.03966395,1.83E+17,3.52E+17,5.17E+17,6.80E+17,8.40E+17
51.29489876,96.94342052,6.13E+16,1.20E+17,1.78E+17,2.35E+17,2.92E+17
47.48159497,90.67734218,9.46E+16,1.84E+17,2.73E+17,3.60E+17,4.46E+17
38.68940628,63.82718402,1.91E+17,3.66E+17,5.37E+17,7.05E+17,8.72E+17
33.09931681,60.61414097,1.95E+17,3.73E+17,5.47E+17,7.18E+17,8.87E+17
27.65095943,57.25759699,1.97E+17,3.77E+17,5.52E+17,7.24E+17,8.95E+17
22.11758918,53.91400434,1.98E+17,3.77E+17,5.52E+17,7.24E+17,8.94E+17
16.56646812,50.54492574,1.96E+17,3.74E+17,5.47E+17,7.17E+17,8.86E+17
11.02330089,47.18662535,1.92E+17,3.66E+17,5.36E+17,7.03E+17,8.69E+17
48.6710488,101.0918445,3.87E+16,7.58E+16,1.12E+17,1.49E+17,1.85E+17
46.72078404,103.8374791,2.32E+16,4.57E+16,6.79E+16,8.98E+16,1.12E+17
40.90909091,104.9806709,1.68E+16,3.31E+16,4.92E+16,6.51E+16,8.09E+16
43.52653501,83.45675471,1.30E+17,2.51E+17,3.70E+17,4.88E+17,6.04E+17
41.19193073,74.13270542,1.66E+17,3.20E+17,4.71E+17,6.19E+17,7.66E+17
37.97510727,69.45080124,1.79E+17,3.45E+17,5.06E+17,6.64E+17,8.22E+17
44.61049435,97.20784709,6.01E+16,1.17E+17,1.74E+17,2.29E+17,2.85E+17
40.73566651,92.28080699,8.66E+16,1.68E+17,2.49E+17,3.28E+17,4.07E+17
32.85158756,67.14465679,1.85E+17,3.55E+17,5.20E+17,6.83E+17,8.44E+17
27.55082698,63.91253859,1.91E+17,3.65E+17,5.35E+17,7.02E+17,8.67E+17
22.0911926,60.63318709,1.95E+17,3.72E+17,5.45E+17,7.15E+17,8.84E+17
16.58251274,57.28278356,1.97E+17,3.76E+17,5.51E+17,7.22E+17,8.92E+17
11.04723056,53.93880914,1.98E+17,3.77E+17,5.51E+17,7.22E+17,8.92E+17
41.83083541,101.3366733,3.73E+16,7.29E+16,1.08E+17,1.43E+17,1.77E+17
39.95627577,103.8107614,2.34E+16,4.58E+16,6.80E+16,8.99E+16,1.12E+17
34.09090909,105.010024,1.67E+16,3.28E+16,4.86E+16,6.43E+16,7.99E+16
37.14736496,83.86889453,1.28E+17,2.47E+17,3.64E+17,4.80E+17,5.94E+17
33.5299539,75.50029892,1.61E+17,3.10E+17,4.56E+17,5.99E+17,7.41E+17
37.71785302,97.49946171,5.85E+16,1.14E+17,1.69E+17,2.22E+17,2.76E+17
34.06986683,91.58529636,9.00E+16,1.74E+17,2.57E+17,3.39E+17,4.21E+17
27.60788411,70.38251209,1.77E+17,3.38E+17,4.96E+17,6.52E+17,8.06E+17
22.11613456,67.27243813,1.85E+17,3.53E+17,5.17E+17,6.79E+17,8.39E+17
16.60568687,63.98426552,1.91E+17,3.64E+17,5.33E+17,6.99E+17,8.64E+17
11.06738978,60.67236825,1.95E+17,3.72E+17,5.44E+17,7.13E+17,8.81E+17
34.48353824,101.8459058,3.44E+16,6.71E+16,9.94E+16,1.31E+17,1.63E+17
33.26797918,104.0618825,2.20E+16,4.30E+16,6.37E+16,8.43E+16,1.05E+17
27.27272727,105.0808367,1.63E+16,3.20E+16,4.74E+16,6.27E+16,7.79E+16
30.49025468,84.98470765,1.22E+17,2.37E+17,3.48E+17,4.59E+17,5.68E+17
27.44554796,78.53781471,1.49E+17,2.87E+17,4.21E+17,5.54E+17,6.85E+17
30.92617319,97.7914317,5.68E+16,1.10E+17,1.63E+17,2.15E+17,2.67E+17
27.40188863,93.08647554,8.22E+16,1.59E+17,2.35E+17,3.10E+17,3.84E+17
22.78769228,76.42864911,1.57E+17,3.02E+17,4.43E+17,5.82E+17,7.20E+17
16.8032401,72.15808959,1.72E+17,3.29E+17,4.82E+17,6.33E+17,7.82E+17
11.10052145,67.37333597,1.84E+17,3.51E+17,5.14E+17,6.75E+17,8.34E+17
28.12140131,101.7950539,3.47E+16,6.76E+16,9.99E+16,1.32E+17,1.64E+17
26.388413,104.143458,2.16E+16,4.22E+16,6.24E+16,8.25E+16,1.02E+17
20.45454545,105.1845182,1.55E+16,3.04E+16,4.51E+16,5.96E+16,7.40E+16
23.4264714,86.32746183,1.16E+17,2.24E+17,3.29E+17,4.33E+17,5.36E+17
24.09793451,97.74253442,5.70E+16,1.11E+17,1.63E+17,2.15E+17,2.67E+17
21.81243782,93.1084828,8.16E+16,1.58E+17,2.33E+17,3.07E+17,3.80E+17
17.05457552,83.56125852,1.28E+17,2.46E+17,3.61E+17,4.75E+17,5.88E+17
11.15482991,74.32859031,1.64E+17,3.15E+17,4.61E+17,6.06E+17,7.49E+17
20.92504924,101.6004888,3.57E+16,6.94E+16,1.03E+17,1.35E+17,1.68E+17
19.60642418,103.942648,2.24E+16,4.37E+16,6.47E+16,8.55E+16,1.06E+17
13.63636364,105.2704965,1.52E+16,2.99E+16,4.43E+16,5.85E+16,7.27E+16
17.02301516,90.74108286,9.41E+16,1.82E+17,2.68E+17,3.53E+17,4.37E+17
17.1128794,97.64485933,5.79E+16,1.12E+17,1.65E+17,2.18E+17,2.71E+17
11.15570146,88.52024597,1.06E+17,2.04E+17,3.01E+17,3.96E+17,4.90E+17
12.14567834,104.0967709,2.17E+16,4.24E+16,6.27E+16,8.28E+16,1.03E+17
6.818181818,105.3134856,1.47E+16,2.89E+16,4.28E+16,5.66E+16,7.03E+16
13.799169,102.3161445,3.18E+16,6.17E+16,9.12E+16,1.20E+17,1.49E+17
11.21644389,94.80864666,7.27E+16,1.41E+17,2.07E+17,2.73E+17,3.38E+17
10.86446425,99.3931873,4.75E+16,9.22E+16,1.36E+17,1.79E+17,2.22E+17
224.730054,-150,2.92E+12,6.30E+12,9.70E+12,1.31E+13,1.65E+13
225,-150,2.94E+12,6.37E+12,9.85E+12,1.34E+13,1.69E+13
224.7294131,-143.1818182,3.01E+12,6.48E+12,9.98E+12,1.35E+13,1.70E+13
225,-143.1818182,3.03E+12,6.55E+12,1.01E+13,1.37E+13,1.73E+13
224.3521296,-150,2.91E+12,6.26E+12,9.63E+12,1.30E+13,1.64E+13
224.3505915,-143.1818182,3.00E+12,6.44E+12,9.91E+12,1.34E+13,1.69E+13
224.7285983,-136.3636364,3.26E+12,7.03E+12,1.08E+13,1.46E+13,1.84E+13
225,-136.3636364,3.28E+12,7.11E+12,1.10E+13,1.49E+13,1.88E+13
223.8230354,-150,2.92E+12,6.28E+12,9.68E+12,1.31E+13,1.65E+13
223.8202412,-143.1818182,3.00E+12,6.46E+12,9.96E+12,1.35E+13,1.70E+13
224.7278353,-129.5454545,3.70E+12,7.96E+12,1.23E+13,1.66E+13,2.09E+13
225,-129.5454545,3.72E+12,8.05E+12,1.24E+13,1.69E+13,2.13E+13
223.0823035,-150,2.95E+12,6.37E+12,9.84E+12,1.33E+13,1.68E+13
223.0777508,-143.1818182,3.04E+12,6.56E+12,1.01E+13,1.37E+13,1.73E+13
224.7272098,-122.7272727,4.34E+12,9.33E+12,1.44E+13,1.94E+13,2.45E+13
225,-122.7272727,4.37E+12,9.44E+12,1.46E+13,1.98E+13,2.49E+13
224.726767,-115.9090909,5.22E+12,1.12E+13,1.73E+13,2.33E+13,2.94E+13
225,-115.9090909,5.25E+12,1.13E+13,1.75E+13,2.37E+13,2.99E+13
224.726472,-109.0909091,6.38E+12,1.37E+13,2.11E+13,2.85E+13,3.59E+13
225,-109.0909091,6.42E+12,1.38E+13,2.14E+13,2.89E+13,3.65E+13
224.726278,-102.2727273,7.89E+12,1.69E+13,2.61E+13,3.52E+13,4.44E+13
225,-102.2727273,7.92E+12,1.71E+13,2.63E+13,3.57E+13,4.50E+13
224.7261551,-95.45454545,9.81E+12,2.11E+13,3.24E+13,4.38E+13,5.53E+13
225,-95.45454545,9.83E+12,2.12E+13,3.26E+13,4.42E+13,5.57E+13
188.8602599,-150,3.02E+12,6.52E+12,1.01E+13,1.36E+13,1.72E+13
188.8669079,-143.1818182,3.11E+12,6.71E+12,1.04E+13,1.40E+13,1.77E+13
188.1417136,-150,2.99E+12,6.44E+12,9.92E+12,1.34E+13,1.69E+13
188.1457937,-143.1818182,3.08E+12,6.62E+12,1.02E+13,1.38E+13,1.74E+13
187.6284662,-150,2.99E+12,6.42E+12,9.88E+12,1.34E+13,1.68E+13
187.6307121,-143.1818182,3.07E+12,6.60E+12,1.02E+13,1.37E+13,1.73E+13
187.2618609,-150,3.00E+12,6.46E+12,9.96E+12,1.35E+13,1.70E+13
187.2627967,-143.1818182,3.08E+12,6.64E+12,1.02E+13,1.38E+13,1.74E+13
187,-150,3.02E+12,6.53E+12,1.01E+13,1.37E+13,1.73E+13
187,-143.1818182,3.10E+12,6.72E+12,1.04E+13,1.41E+13,1.78E+13
224.726091,-88.63636364,1.22E+13,2.63E+13,4.05E+13,5.47E+13,6.90E+13
225,-88.63636364,1.22E+13,2.63E+13,4.05E+13,5.48E+13,6.91E+13
187.2642964,-136.3636364,3.35E+12,7.21E+12,1.11E+13,1.50E+13,1.89E+13
187,-136.3636364,3.37E+12,7.29E+12,1.13E+13,1.53E+13,1.93E+13
224.7260753,-81.81818182,1.53E+13,3.28E+13,5.05E+13,6.84E+13,8.62E+13
225,-81.81818182,1.52E+13,3.26E+13,5.02E+13,6.79E+13,8.57E+13
187.2658738,-129.5454545,3.79E+12,8.16E+12,1.26E+13,1.70E+13,2.14E+13
187,-129.5454545,3.82E+12,8.26E+12,1.28E+13,1.73E+13,2.18E+13
224.7260522,-75,1.90E+13,4.07E+13,6.27E+13,8.47E+13,1.07E+14
225,-75,1.88E+13,4.03E+13,6.21E+13,8.40E+13,1.06E+14
187.2672376,-122.7272727,4.45E+12,9.57E+12,1.47E+13,1.99E+13,2.51E+13
187,-122.7272727,4.48E+12,9.67E+12,1.49E+13,2.02E+13,2.56E+13
224.7260184,-68.18181818,2.35E+13,5.03E+13,7.74E+13,1.05E+14,1.32E+14
225,-68.18181818,2.33E+13,4.97E+13,7.65E+13,1.03E+14,1.30E+14
187.2682799,-115.9090909,5.35E+12,1.15E+13,1.77E+13,2.39E+13,3.01E+13
187,-115.9090909,5.38E+12,1.16E+13,1.79E+13,2.43E+13,3.07E+13
224.7260282,-61.36363636,2.90E+13,6.19E+13,9.51E+13,1.28E+14,1.62E+14
225,-61.36363636,2.86E+13,6.09E+13,9.35E+13,1.26E+14,1.59E+14
187.2690016,-109.0909091,6.54E+12,1.40E+13,2.16E+13,2.92E+13,3.68E+13
187,-109.0909091,6.58E+12,1.42E+13,2.19E+13,2.96E+13,3.74E+13
224.7260919,-54.54545455,3.56E+13,7.57E+13,1.16E+14,1.57E+14,1.98E+14
225,-54.54545455,3.48E+13,7.39E+13,1.13E+14,1.53E+14,1.93E+14
187.2694591,-102.2727273,8.09E+12,1.74E+13,2.67E+13,3.61E+13,4.55E+13
187,-102.2727273,8.12E+12,1.75E+13,2.70E+13,3.65E+13,4.61E+13
224.7262074,-47.72727273,4.33E+13,9.19E+13,1.41E+14,1.90E+14,2.40E+14
225,-47.72727273,4.19E+13,8.88E+13,1.36E+14,1.84E+14,2.31E+14
187.2697309,-95.45454545,1.01E+13,2.16E+13,3.32E+13,4.49E+13,5.66E+13
187,-95.45454545,1.01E+13,2.17E+13,3.34E+13,4.52E+13,5.70E+13
224.7263578,-40.90909091,5.22E+13,1.11E+14,1.70E+14,2.29E+14,2.89E+14
225,-40.90909091,4.99E+13,1.06E+14,1.62E+14,2.18E+14,2.74E+14
187.2698955,-88.63636364,1.25E+13,2.69E+13,4.15E+13,5.61E+13,7.07E+13
187,-88.63636364,1.25E+13,2.69E+13,4.15E+13,5.61E+13,7.08E+13
224.7264801,-34.09090909,6.27E+13,1.33E+14,2.04E+14,2.75E+14,3.46E+14
225,-34.09090909,5.88E+13,1.24E+14,1.90E+14,2.55E+14,3.21E+14
187.2700098,-81.81818182,1.57E+13,3.36E+13,5.18E+13,7.00E+13,8.83E+13
187,-81.81818182,1.56E+13,3.34E+13,5.14E+13,6.95E+13,8.77E+13
224.7264133,-27.27272727,7.50E+13,1.59E+14,2.44E+14,3.30E+14,4.15E+14
225,-27.27272727,6.84E+13,1.44E+14,2.20E+14,2.96E+14,3.72E+14
187.2701071,-75,1.95E+13,4.17E+13,6.42E+13,8.67E+13,1.09E+14
187,-75,1.93E+13,4.13E+13,6.36E+13,8.59E+13,1.08E+14
224.7260794,-20.45454545,8.95E+13,1.90E+14,2.93E+14,3.95E+14,4.98E+14
225,-20.45454545,7.86E+13,1.65E+14,2.52E+14,3.39E+14,4.26E+14
187.2702055,-68.18181818,2.41E+13,5.15E+13,7.93E+13,1.07E+14,1.35E+14
187,-68.18181818,2.38E+13,5.09E+13,7.83E+13,1.06E+14,1.33E+14
224.7258372,-13.63636364,1.06E+14,2.28E+14,3.51E+14,4.75E+14,5.99E+14
225,-13.63636364,8.93E+13,1.87E+14,2.85E+14,3.83E+14,4.81E+14
187.2703134,-61.36363636,2.98E+13,6.34E+13,9.75E+13,1.32E+14,1.66E+14
187,-61.36363636,2.93E+13,6.23E+13,9.57E+13,1.29E+14,1.63E+14
224.7262212,-6.818181818,1.26E+14,2.72E+14,4.21E+14,5.71E+14,7.22E+14
225,-6.818181818,9.99E+13,2.09E+14,3.18E+14,4.28E+14,5.37E+14
187.2704495,-54.54545455,3.65E+13,7.76E+13,1.19E+14,1.61E+14,2.03E+14
187,-54.54545455,3.56E+13,7.57E+13,1.16E+14,1.57E+14,1.97E+14
224.727268,1.74E-17,1.49E+14,3.24E+14,5.03E+14,6.85E+14,8.68E+14
225,0,1.10E+14,2.30E+14,3.50E+14,4.70E+14,5.90E+14
187.2706005,-47.72727273,4.45E+13,9.44E+13,1.45E+14,1.95E+14,2.46E+14
187,-47.72727273,4.30E+13,9.11E+13,1.40E+14,1.88E+14,2.37E+14
224.7283148,6.615218572,1.72E+14,3.78E+14,5.92E+14,8.08E+14,1.03E+15
225,6.615218572,1.19E+14,2.49E+14,3.79E+14,5.09E+14,6.39E+14
187.2707306,-40.90909091,5.39E+13,1.14E+14,1.75E+14,2.36E+14,2.98E+14
187,-40.90909091,5.14E+13,1.08E+14,1.66E+14,2.24E+14,2.81E+14
224.7290061,13.23043714,1.96E+14,4.35E+14,6.83E+14,9.36E+14,1.19E+15
225,13.23043714,1.28E+14,2.66E+14,4.05E+14,5.44E+14,6.83E+14
187.2707931,-34.09090909,6.52E+13,1.38E+14,2.12E+14,2.86E+14,3.60E+14
187,-34.09090909,6.08E+13,1.28E+14,1.96E+14,2.64E+14,3.31E+14
224.729203,19.84565571,2.19E+14,4.91E+14,7.75E+14,1.06E+15,1.36E+15
225,19.84565571,1.35E+14,2.81E+14,4.28E+14,5.74E+14,7.20E+14
187.2706868,-27.27272727,7.88E+13,1.67E+14,2.56E+14,3.46E+14,4.35E+14
187,-27.27272727,7.15E+13,1.50E+14,2.29E+14,3.08E+14,3.87E+14
224.7291346,26.46087429,2.40E+14,5.43E+14,8.61E+14,1.19E+15,1.51E+15
225,26.46087429,1.42E+14,2.94E+14,4.47E+14,6.01E+14,7.54E+14
187.2716207,-20.45454545,9.64E+13,2.05E+14,3.16E+14,4.27E+14,5.38E+14
187,-20.45454545,8.35E+13,1.75E+14,2.66E+14,3.58E+14,4.50E+14
224.7290787,33.07609286,2.60E+14,5.91E+14,9.40E+14,1.30E+15,1.66E+15
225,33.07609286,1.47E+14,3.06E+14,4.65E+14,6.24E+14,7.83E+14
187.3476198,-13.63636364,1.22E+14,2.60E+14,3.99E+14,5.39E+14,6.79E+14
187,-13.63636364,9.74E+13,2.03E+14,3.09E+14,4.16E+14,5.22E+14
224.7293126,39.69131143,2.75E+14,6.29E+14,1.00E+15,1.39E+15,1.77E+15
225,39.69131143,1.52E+14,3.16E+14,4.81E+14,6.46E+14,8.11E+14
166.9642857,0.274736284,3.92E+14,9.14E+14,1.47E+15,2.04E+15,2.62E+15
166.9642857,0,1.63E+14,3.34E+14,5.06E+14,6.77E+14,8.48E+14
173.6428571,0.349589517,4.21E+14,9.58E+14,1.52E+15,2.08E+15,2.64E+15
173.6428571,0,1.59E+14,3.26E+14,4.94E+14,6.61E+14,8.28E+14
160.2857143,0.274329765,4.19E+14,9.70E+14,1.55E+15,2.15E+15,2.76E+15
160.2857143,0,1.67E+14,3.41E+14,5.16E+14,6.90E+14,8.65E+14
224.7302926,46.30653,2.87E+14,6.58E+14,1.05E+15,1.45E+15,1.86E+15
225,46.30653,1.57E+14,3.26E+14,4.96E+14,6.66E+14,8.35E+14
153.6071429,0.274024354,4.48E+14,1.04E+15,1.67E+15,2.32E+15,2.97E+15
153.6071429,0,1.69E+14,3.47E+14,5.24E+14,7.01E+14,8.77E+14
224.7324951,52.92174857,2.94E+14,6.75E+14,1.08E+15,1.49E+15,1.91E+15
225,52.92174857,1.61E+14,3.35E+14,5.09E+14,6.84E+14,8.59E+14
146.9285714,0.27384241,4.74E+14,1.10E+15,1.77E+15,2.45E+15,3.14E+15
146.9285714,0,1.72E+14,3.51E+14,5.30E+14,7.09E+14,8.88E+14
224.7376478,59.53696714,2.95E+14,6.76E+14,1.08E+15,1.49E+15,1.91E+15
225,59.53696714,1.64E+14,3.43E+14,5.22E+14,7.01E+14,8.80E+14
140.25,0.273776342,5.01E+14,1.16E+15,1.87E+15,2.58E+15,3.31E+15
140.25,0,1.73E+14,3.54E+14,5.35E+14,7.15E+14,8.95E+14
224.7458894,66.15001941,2.90E+14,6.64E+14,1.06E+15,1.47E+15,1.88E+15
225,66.15001941,1.67E+14,3.49E+14,5.33E+14,7.16E+14,9.00E+14
133.5714286,0.27379988,5.26E+14,1.22E+15,1.96E+15,2.71E+15,3.47E+15
133.5714286,0,1.75E+14,3.57E+14,5.39E+14,7.20E+14,9.02E+14
224.6860158,72.56101639,3.16E+14,7.20E+14,1.14E+15,1.57E+15,2.01E+15
225,72.56101639,1.69E+14,3.55E+14,5.42E+14,7.29E+14,9.17E+14
126.8928571,0.273880775,5.48E+14,1.27E+15,2.04E+15,2.82E+15,3.61E+15
126.8928571,0,1.76E+14,3.58E+14,5.41E+14,7.24E+14,9.06E+14
120.2142857,0.273987512,5.69E+14,1.32E+15,2.11E+15,2.92E+15,3.74E+15
120.2142857,0,1.76E+14,3.60E+14,5.43E+14,7.26E+14,9.08E+14
113.5357143,0.274092872,5.88E+14,1.36E+15,2.18E+15,3.01E+15,3.85E+15
113.5357143,0,1.76E+14,3.60E+14,5.44E+14,7.27E+14,9.10E+14
106.8571429,0.274178413,6.05E+14,1.40E+15,2.24E+15,3.09E+15,3.96E+15
106.8571429,0,1.76E+14,3.60E+14,5.44E+14,7.27E+14,9.09E+14
100.1785714,0.274237429,6.18E+14,1.43E+15,2.28E+15,3.15E+15,4.03E+15
100.1785714,0,1.76E+14,3.59E+14,5.43E+14,7.26E+14,9.08E+14
224.7240699,96.27821824,2.20E+14,4.82E+14,7.52E+14,1.03E+15,1.30E+15
225,96.39243145,1.64E+14,3.48E+14,5.35E+14,7.23E+14,9.11E+14
177.2340608,107.7228508,4.10E+14,1.01E+15,1.65E+15,2.32E+15,3.00E+15
177.2727273,108,1.88E+14,4.23E+14,6.67E+14,9.15E+14,1.17E+15
170.4279148,107.7225708,4.96E+14,1.21E+15,1.96E+15,2.74E+15,3.54E+15
170.4545455,108,2.23E+14,4.99E+14,7.85E+14,1.08E+15,1.37E+15
184.0366554,107.7231308,3.28E+14,8.15E+14,1.35E+15,1.90E+15,2.46E+15
184.0909091,108,1.53E+14,3.47E+14,5.49E+14,7.55E+14,9.63E+14
163.6187751,107.7225854,5.91E+14,1.42E+15,2.30E+15,3.19E+15,4.10E+15
163.6363636,108,2.62E+14,5.82E+14,9.12E+14,1.25E+15,1.58E+15
93.5,0.274273892,6.31E+14,1.46E+15,2.33E+15,3.21E+15,4.11E+15
93.5,0,1.75E+14,3.58E+14,5.41E+14,7.24E+14,9.06E+14
190.8346891,107.7219428,2.52E+14,6.34E+14,1.05E+15,1.49E+15,1.94E+15
190.9090909,108,1.20E+14,2.74E+14,4.35E+14,5.99E+14,7.65E+14
197.6286965,107.7240544,1.86E+14,4.70E+14,7.87E+14,1.12E+15,1.46E+15
197.7272727,108,9.20E+13,2.10E+14,3.34E+14,4.60E+14,5.88E+14
204.4204366,107.7333098,1.26E+14,3.21E+14,5.38E+14,7.69E+14,1.01E+15
204.5454545,108,6.57E+13,1.50E+14,2.38E+14,3.28E+14,4.19E+14
211.2088478,107.7452758,8.44E+13,2.14E+14,3.60E+14,5.15E+14,6.76E+14
211.3636364,108,4.84E+13,1.11E+14,1.77E+14,2.44E+14,3.13E+14
217.9916654,107.7566927,1.80E+13,4.52E+13,7.65E+13,1.11E+14,1.47E+14
218.1818182,108,9.65E+12,2.14E+13,3.36E+13,4.59E+13,5.82E+13
224.7754537,101.6647769,1.82E+14,3.97E+14,6.19E+14,8.44E+14,1.07E+15
225,101.8147362,1.58E+14,3.36E+14,5.17E+14,6.99E+14,8.82E+14
156.8071144,107.7226363,6.91E+14,1.64E+15,2.63E+15,3.64E+15,4.66E+15
156.8181818,108,3.03E+14,6.66E+14,1.04E+15,1.42E+15,1.80E+15
86.82142857,0.274300984,6.40E+14,1.48E+15,2.36E+15,3.26E+15,4.16E+15
86.82142857,0,1.75E+14,3.57E+14,5.39E+14,7.21E+14,9.03E+14
80.14285714,0.274341574,6.49E+14,1.49E+15,2.39E+15,3.29E+15,4.21E+15
80.14285714,0,1.74E+14,3.56E+14,5.37E+14,7.18E+14,8.99E+14
224.7660732,107.7660732,1.25E+14,2.71E+14,4.19E+14,5.68E+14,7.18E+14
225,108,1.40E+14,3.00E+14,4.64E+14,6.30E+14,7.96E+14
149.9934213,107.7226836,7.93E+14,1.85E+15,2.95E+15,4.07E+15,5.20E+15
150,108,3.43E+14,7.49E+14,1.16E+15,1.58E+15,2.00E+15
73.46428571,0.27442577,6.54E+14,1.51E+15,2.40E+15,3.32E+15,4.24E+15
73.46428571,0,1.73E+14,3.54E+14,5.35E+14,7.15E+14,8.95E+14
143.1781613,107.7227152,8.95E+14,2.06E+15,3.27E+15,4.49E+15,5.72E+15
143.1818182,108,3.84E+14,8.28E+14,1.28E+15,1.73E+15,2.19E+15
136.361759,107.7227321,9.98E+14,2.26E+15,3.57E+15,4.88E+15,6.20E+15
136.3636364,108,4.24E+14,9.04E+14,1.39E+15,1.88E+15,2.37E+15
129.5445781,107.7227401,1.10E+15,2.45E+15,3.84E+15,5.24E+15,6.64E+15
129.5454545,108,4.62E+14,9.75E+14,1.49E+15,2.01E+15,2.53E+15
66.78571429,0.274582436,6.58E+14,1.51E+15,2.42E+15,3.33E+15,4.26E+15
66.78571429,0,1.72E+14,3.52E+14,5.32E+14,7.11E+14,8.90E+14
60.10714286,0.274816027,6.61E+14,1.52E+15,2.42E+15,3.34E+15,4.27E+15
60.10714286,0,1.71E+14,3.50E+14,5.29E+14,7.07E+14,8.85E+14
122.7269081,107.7227446,1.19E+15,2.63E+15,4.09E+15,5.56E+15,7.02E+15
122.7272727,108,4.96E+14,1.04E+15,1.58E+15,2.12E+15,2.66E+15
53.42857143,0.2750432,6.64E+14,1.53E+15,2.43E+15,3.36E+15,4.29E+15
53.42857143,0,1.70E+14,3.48E+14,5.26E+14,7.03E+14,8.80E+14
46.75,0.275005839,6.64E+14,1.53E+15,2.43E+15,3.35E+15,4.28E+15
46.75,0,1.69E+14,3.46E+14,5.23E+14,6.99E+14,8.76E+14
115.9089594,107.7227486,1.27E+15,2.78E+15,4.30E+15,5.83E+15,7.36E+15
115.9090909,108,5.28E+14,1.09E+15,1.66E+15,2.22E+15,2.78E+15
40.07142857,0.274489875,6.63E+14,1.52E+15,2.43E+15,3.35E+15,4.28E+15
40.07142857,0,1.68E+14,3.44E+14,5.20E+14,6.96E+14,8.71E+14
33.39285714,0.275281815,6.66E+14,1.53E+15,2.44E+15,3.36E+15,4.30E+15
33.39285714,0,1.67E+14,3.42E+14,5.18E+14,6.93E+14,8.67E+14
109.0908696,107.722754,1.35E+15,2.91E+15,4.49E+15,6.07E+15,7.64E+15
109.0909091,108,5.56E+14,1.14E+15,1.72E+15,2.30E+15,2.88E+15
26.71428571,0.274233792,6.61E+14,1.52E+15,2.42E+15,3.34E+15,4.26E+15
26.71428571,0,1.66E+14,3.41E+14,5.15E+14,6.90E+14,8.63E+14
20.03571429,0.267739253,6.44E+14,1.48E+15,2.36E+15,3.26E+15,4.17E+15
20.03571429,0,1.65E+14,3.40E+14,5.14E+14,6.87E+14,8.61E+14
102.272718,107.722761,1.41E+15,3.03E+15,4.65E+15,6.27E+15,7.88E+15
102.2727273,108,5.81E+14,1.18E+15,1.78E+15,2.38E+15,2.97E+15
13.35714286,0.26150672,6.29E+14,1.45E+15,2.31E+15,3.20E+15,4.09E+15
13.35714286,0,1.65E+14,3.39E+14,5.12E+14,6.86E+14,8.58E+14
6.678571429,0.258390454,6.15E+14,1.42E+15,2.26E+15,3.13E+15,4.00E+15
6.678571429,0,1.64E+14,3.38E+14,5.11E+14,6.84E+14,8.57E+14
95.45454393,107.722769,1.47E+15,3.11E+15,4.77E+15,6.42E+15,8.06E+15
95.45454545,108,6.01E+14,1.21E+15,1.82E+15,2.43E+15,3.03E+15
0,0,1.64E+14,3.38E+14,5.11E+14,6.83E+14,8.56E+14
